,0
0,0.21455499999999977
1,0.5426208100000001
2,0.5930675900000001
3,0.053623719999999736
4,0.53554933
5,0.15324581000000007
6,0.5090650399999999
7,0.5228669700000002
8,0.28950584000000007
9,0.13857615999999992
10,0.5366812500000002
11,0.07107938999999966
12,0.41800554000000006
13,0.7572645200000002
14,0.6234693900000001
15,3.6099078100000006
16,-0.09047864000000036
17,0.6298186900000001
18,0.66071942
19,0.1711703099999996
20,1.1519287800000002
21,0.06111586999999965
22,0.8765926500000006
23,0.7244516400000004
24,0.57230521
25,0.5546816800000002
26,0.6172233099999996
27,0.008875990000000108
28,-0.1462632899999999
29,0.76322898
30,0.6977326000000001
31,-0.11630494000000018
32,-0.5244873000000003
33,1.2556439199999994
34,-0.05512841999999969
35,0.5289375900000001
36,-0.3206492100000001
37,0.2754918500000001
38,1.53144544
39,-0.1251862700000007
40,-0.11147380000000028
41,0.7346744000000002
42,0.38156849
43,0.5483598000000003
44,0.6718953200000003
45,0.6760660700000001
46,-0.10245859999999986
47,0.5494983999999999
48,0.4029065700000003
49,-0.4185987499999999
50,0.30667653999999983
51,0.29759006000000054
52,0.2360022899999998
53,0.95882126
54,-0.39559099
55,-0.6869051000000002
56,-0.4381155199999999
57,-0.7239378499999999
58,1.04715817
59,-0.2825923100000002
60,-0.15103099000000011
61,-0.6693394999999999
62,0.32841791000000015
63,-0.2694391599999998
64,1.3256169700000007
65,1.51998873
66,0.3606628399999999
67,0.7645810999999999
68,-0.01736236000000045
69,-0.1482444099999999
70,-0.13625103000000013
71,0.04539039999999979
72,-0.39051757999999986
73,-0.1696289099999998
74,0.4846568199999998
75,-0.08008696000000032
76,0.6274793700000005
