,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2010-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2010-02-22,1.4454353424643173e-06,-1.1093765351472573e-07,-3.60771538949996e-07,-7.660470331250898e-07,1.647792878814541e-07,2.1726198243271958e-06,-1.0875343805538514e-08,-3.931252431327755e-08,7.259217637018383e-07,-1.180031299911624e-07,-1.303873215064163e-08,8.798479998313828e-08,-9.550956832058637e-09,-1.936647287426426e-08,1.1657804673157265e-07,-8.417676606358071e-08,0.0,-1.355421591924437e-06,-6.853848958264282e-09,-1.799468445177068e-08,1.608771776363866e-07,-9.251288531153223e-07,-5.109775724004603e-07,2.340404043369281e-07,4.7005602890709267e-07,-8.39562066033615e-08,-6.081834011661821e-06,5.27868508316527e-05,1.0123365671970141e-07,-2.452064033848017e-07,-5.2265655316137596e-08,-6.93116329896729e-06,-1.3615849148948335e-06,-4.6489941839445184e-06,4.749407910646727e-06,1.1971286727997385e-05,-8.57507233850769e-06,0.0,-6.300723803433219e-06,2.285928176066127e-07,6.168620222633669e-08,2.2939654272660205e-06,1.7284868369671596e-05,4.436325111439621e-08,-3.145603112789049e-06,-1.20624701462893e-06,-8.935076238893554e-07,1.3450265074807407e-06,-1.424181197367015e-06,-7.346407472734737e-07,1.1513868259564763e-07,-8.255109320567457e-06,-4.5799776113397883e-07,-1.723179259064122e-07,1.717490096197994e-05,2.8434349322123493e-06,-3.434175351962918e-07,3.6600562690821986e-06,-1.4452700229300382e-06,-9.613497367405076e-07,-6.685373493034296e-07,-1.3393087738062427e-07,-3.922120663477985e-06,-1.0888605831964063e-06,2.068875482472505e-06,8.411377821015123e-08,1.515100481271661e-05,-3.5700974776546607e-06,3.6797917053317385e-06,-1.1251881138860907e-06,1.7849347048998308e-06,-8.326039965801724e-07,-9.966597503347678e-06,-2.6577782464970807e-05,7.02359274803516e-08,2.2324310709859895e-05,-1.1002851592883983e-06
2,2010-02-23,1.620438726526398e-06,-1.3276148197763005e-07,-2.0142291609961568e-07,-9.144084271498898e-07,2.6110663606879344e-07,2.266761151140539e-06,-1.0259590606629918e-08,-4.4092722078999706e-08,7.940986580832196e-07,-1.4049437236597412e-07,-1.4804094923919481e-08,3.8300456794906154e-08,-5.700543107893695e-09,-1.8269958792764126e-08,1.2482636828432833e-07,-5.230429320981986e-08,0.0,-1.33215902580689e-06,-1.729476940499307e-08,-1.9457650641914386e-08,1.5176844153274185e-07,-1.1933455255913774e-06,-5.5902056505413e-07,3.7175084430615214e-07,6.898580919574927e-07,-1.3741566346905613e-07,-5.134304400283926e-06,6.259198947932233e-05,2.512117936090731e-07,-2.647916727223884e-07,-5.138759636552067e-08,-7.413381995045409e-06,-1.1051101371800344e-06,-4.555123765434096e-06,5.7920060798190736e-06,1.24525529686503e-05,-8.357955630200094e-06,0.0,-7.547028918578755e-06,-7.348739164310106e-07,-1.734411011175129e-06,2.0592626322999745e-06,2.2658812612031486e-05,3.391617780879992e-07,-3.6443573112629915e-06,-7.368681458739706e-07,-1.0578062375717222e-06,1.3109608263896305e-06,-1.1421402768267722e-06,-1.4122776330532236e-08,4.27339253269649e-06,-9.612603880725121e-06,-2.2837759131160056e-07,7.658800932281678e-08,2.0846632623992217e-05,2.881553765846608e-06,7.796810142039372e-07,5.064599417825886e-06,-6.832356759884957e-07,-9.78694629975022e-07,-6.306853035393849e-07,1.0166540337014536e-06,-5.223335463070095e-06,1.005917572821083e-06,1.1163184033093768e-06,4.957797091679825e-07,2.2832366753315327e-05,-2.093762687453274e-06,9.584571645707309e-06,4.124927515300915e-07,1.6838731408666054e-06,7.133090311205295e-07,-1.2360028892516228e-05,-2.444551366081821e-05,3.297295979754112e-07,2.4113008550693137e-05,2.2070994048002616e-07
3,2010-02-24,1.7234618892924024e-06,-8.918108214379418e-08,-3.54065301218327e-08,4.996112356412387e-07,2.395976258539316e-07,2.609740808273693e-06,-3.576859909453499e-09,-2.59739894220139e-08,7.195795944217033e-07,-1.0398048061272374e-07,-9.854233505468685e-09,1.547807591329291e-07,-2.9024545929903994e-09,9.311199684678437e-09,1.3270683101289353e-07,5.130676021979941e-08,5.719234708493391e-07,-9.364343778983067e-07,7.953310718954016e-09,-1.537888843490312e-08,1.4342648757385534e-07,-9.964470260774745e-07,-3.906031829155078e-07,2.8181853394867133e-07,6.34132502918811e-07,-1.1001337659795471e-07,-2.6301026616514567e-06,9.90668785644504e-05,2.062679834492896e-07,-1.667030005451443e-07,-3.8135395807131304e-08,-2.824743940873051e-06,-5.252221312981463e-07,-3.629450257583882e-06,7.99136179242014e-06,1.4773609685584537e-05,-2.9265104279710094e-06,0.0,-5.144032261686439e-06,1.0057889174291447e-06,2.6605352164563242e-06,3.830408827995207e-06,2.614766633144005e-05,4.490765384840308e-07,1.6407157509649029e-06,1.1570954614432816e-08,-5.710347446361027e-07,1.5333699313534333e-06,-7.7590045729274e-07,4.226458533794764e-07,8.412486827378931e-06,-5.8384042997251046e-06,4.671552298050416e-07,1.1327187486503844e-07,1.9322919308702302e-05,3.9159077627318204e-06,1.152297335897913e-06,5.534701278225904e-06,1.1914004899329197e-06,-2.059449128389058e-07,1.8880665956565929e-06,2.0226153996322694e-06,-2.6632921640788316e-06,1.2181378398936066e-06,3.7323955022958653e-06,6.816488023177242e-07,3.3739514136284975e-05,-1.260177830679239e-06,7.740238677130438e-06,7.618997440730909e-07,1.0105118566970148e-05,1.2108995102716018e-06,-6.298644232704758e-06,-1.459432341398602e-05,3.243589903303592e-07,3.0296741116858793e-05,1.205699950994345e-06
4,2010-02-25,1.7267186760993831e-06,-7.018868409304757e-08,-1.1074624334712624e-08,9.959388783214677e-07,2.4798526864492604e-07,2.720829122879758e-06,-2.1427900858969244e-09,-1.3973713513493517e-08,8.816254107948462e-07,-6.075730898641865e-08,-4.294567210092122e-09,2.2149144616248388e-07,-1.0959292545579336e-09,4.35032921037364e-09,1.550573488284608e-07,1.3302383854337516e-07,5.276329511589716e-07,-5.969091726644665e-07,1.298996889956723e-08,-1.232511254203019e-08,1.3576379805398933e-07,-7.173480470447183e-07,-3.6137828967001076e-08,3.00688174230845e-07,7.243931211416948e-07,-4.088675040281377e-08,-5.495392599614223e-07,0.00012821778188938445,2.879618621854907e-07,-1.0372376165425236e-08,-3.187496872832373e-08,5.013176009867812e-07,7.315509204268012e-08,3.10701254952917e-06,9.012175305975195e-06,1.3153340885900114e-05,-1.7675945816596146e-06,0.0,-3.353075306347606e-06,3.0908773763947114e-06,4.082561882198043e-06,3.835452000880983e-06,2.4750703663272844e-05,5.535404930885681e-07,2.39015154976713e-06,2.692606661384499e-07,4.3835164627631093e-07,1.5146044858569944e-06,-5.31217132299037e-07,5.756920710567499e-07,8.269720472844658e-06,-2.5967495769325616e-06,1.9260282605274244e-06,1.4796384998175708e-07,3.4646474396159644e-05,5.421396816774949e-06,1.0907348109491803e-06,4.769391989329637e-06,1.1277488436951261e-06,1.924802114824059e-06,3.971130572167948e-06,3.1874658776469356e-06,-2.0078320782484625e-06,1.5066887516788718e-06,4.409100678979466e-06,8.169353783622898e-07,3.374161943253e-05,-2.2733214684518263e-06,8.266114077939862e-06,1.8429453524187034e-06,1.1799032464321792e-05,1.3759438122328808e-06,-4.651728034631991e-06,-6.119254376195292e-06,3.1961548876583366e-07,2.8889088701053647e-05,1.3029313165245471e-06
5,2010-02-26,2.1798736507145816e-06,-8.891187372113796e-08,-6.555067960010486e-08,5.859658475557427e-07,1.7357009739631136e-07,1.5017750805792693e-06,-4.472282561511719e-09,-2.1991122368086635e-08,1.0890230499305857e-06,-5.7598373714895054e-08,-5.7432342094766384e-09,1.8024550950979682e-07,-4.282593921517924e-09,-1.167848501225144e-08,1.3969694135754977e-07,7.951740549925539e-08,2.645471663977739e-07,-5.797152126424398e-07,2.3236971600915453e-08,-1.1684296920273217e-08,1.2870507446299103e-07,-8.133766362507525e-07,-1.802057216065453e-08,2.850545904669911e-07,6.867299820232368e-07,-3.0053839394374e-08,2.7371102374651772e-08,0.00011906480378552273,1.0484833473394072e-06,-1.8637865195021072e-08,-2.1697006565227082e-08,-5.679886830590794e-08,-2.6373859741510906e-08,1.0733532113621646e-06,8.783395320157156e-06,1.5113821582017444e-05,-5.256781947587158e-07,0.0,-4.391971897768859e-06,3.126647971616295e-06,4.394891284464789e-06,3.429471453311542e-06,2.5077892485180402e-05,1.140101582111643e-06,9.742525199867328e-07,-1.4164063404608456e-07,4.932818537027653e-07,1.0895275177399437e-06,-4.0221652619051704e-07,5.457602979231155e-07,6.640399990933856e-06,-1.7902904015064262e-06,1.5402495605012153e-06,1.6052229368458438e-07,2.935182948894452e-05,5.545382279352558e-06,1.0340245858971069e-06,3.3599685937900673e-06,2.606069730874481e-06,2.0600598374135934e-06,5.869248898887999e-06,2.6317578240012526e-06,-2.030582690986787e-06,9.930208300048787e-07,5.891270133052459e-06,7.318771949862815e-07,2.920711997050292e-05,-2.2007528389364157e-06,1.0084722199159449e-05,6.417265770414116e-07,1.1539778220530444e-05,1.532694346589384e-06,-9.999873670821522e-06,-8.991661054559104e-06,1.6870234235525525e-07,2.0935825685328827e-05,1.802424802380106e-06
6,2010-03-01,2.957373760247696e-06,-6.227611716685129e-08,-5.1431922574741403e-08,9.493423318682784e-07,2.1164530853790152e-07,8.919593234288961e-07,-3.0459590896920766e-09,-1.0490748380921314e-08,1.0818343222161564e-06,4.9315200631656465e-09,-1.2930688595099665e-09,2.2999717718206687e-07,-4.065650289342757e-09,7.415155109842758e-09,1.5430166429730488e-07,9.376895085653356e-08,1.6462495759099102e-07,-4.1253479039440815e-07,2.2059854855263887e-08,-9.417415802346059e-09,1.2218525333470345e-07,-5.815823361955298e-07,1.1297894944955377e-07,3.039465729231446e-07,7.578970128646215e-07,5.3958957827073704e-08,-1.9140052885993113e-07,7.414684906697904e-05,2.0155059351447114e-06,-3.498794343219653e-08,-1.8456566406944858e-08,6.0862582475805305e-06,1.966911828498011e-07,1.1139339887594312e-06,9.170373286041004e-06,2.0347436988752167e-05,-6.801801454849214e-08,0.0,-2.0935880539641047e-06,2.9682611668135218e-06,5.399970902428634e-06,3.459436009455379e-06,3.689553447104811e-05,9.490962680010752e-07,3.381562440969134e-06,1.1291679428384496e-07,8.590386699579669e-07,1.0935624949121644e-06,3.9185075663935433e-07,9.543991946470764e-07,9.75646224370389e-06,1.8494071594571667e-07,2.4627721524469066e-06,1.9268379993539693e-07,2.908642830343403e-05,1.0099852136168442e-05,1.5189917605995513e-06,5.4494871921508695e-06,4.626855574176758e-06,2.1898698775873457e-06,5.3243280383689e-06,4.7604889758724295e-06,3.2153260415038587e-06,1.6319861520295286e-06,4.631490430095179e-06,9.498142310027143e-07,2.8718029978929683e-05,-1.2677870219663712e-06,9.455543510449236e-06,2.8234149204201714e-06,1.6051971373832376e-05,2.5305663874694376e-06,-2.8432919258571433e-06,-5.067174936299265e-06,2.926229804983942e-07,2.7859800841607495e-05,2.410365525951738e-06
7,2010-03-02,2.449421342774966e-06,-7.839242345036079e-08,-1.332185910149942e-07,3.61314027531738e-07,2.0118758043283773e-07,-1.4491414620335037e-07,-4.081381719649444e-09,-1.5133291995387136e-08,7.362461743487245e-07,-3.9053003357587795e-09,-3.9526796213568173e-10,1.6052867262478084e-07,-3.864760103825134e-09,-5.6798473444518965e-09,1.0424263069334138e-07,6.211829814025265e-08,6.147592448169861e-08,-6.625153377882937e-07,1.2973172813986762e-08,-1.0883419705048264e-08,1.1614788748591404e-07,-6.765418810161353e-07,-5.193604716659116e-09,2.4523121071650684e-07,7.736578179073777e-07,8.438304918344362e-08,-1.0298342881825135e-06,7.816177916569815e-05,3.2287157906284506e-06,-3.325913402980531e-08,-1.966247818538589e-08,6.3481876321214845e-06,9.260086039783637e-08,1.0588927555662606e-06,6.623806295502506e-06,2.1999006218898122e-05,-1.6124097989491777e-06,0.0,-3.875193626903036e-06,5.077464447270229e-06,4.179624041261403e-06,1.4070034418399311e-06,4.345848730359565e-05,3.9493609703560693e-07,3.8059104350912357e-06,-1.3701673089215457e-07,1.0537758658561714e-06,9.23201126196861e-07,4.248291657246905e-07,1.261207458322044e-06,6.890363098878442e-06,-2.079760309947957e-06,3.669988913666388e-06,1.8316298984093057e-07,2.4221873449540655e-05,9.709075179712678e-06,1.3106072251226134e-06,3.7646791226973483e-06,4.476758127957223e-06,1.9274533146966728e-06,3.8544423920954965e-06,3.540702643947063e-06,4.158765341451155e-06,1.981854328977096e-06,5.572127173763899e-06,5.693971469439079e-07,3.579549477131188e-05,-1.2507967468529501e-06,5.255825960503149e-06,3.250046570045158e-06,1.550752626114129e-05,2.022026427398318e-06,-1.7438268249449593e-06,-1.2239752209309774e-05,1.944891678527125e-07,2.81185017367564e-05,1.923558043734349e-06
8,2010-03-03,2.7865273084072804e-06,-6.651886255541485e-08,-4.3342609221278395e-08,8.014381645626439e-07,1.9148039364947822e-07,8.760891695681421e-07,-3.2996270047303223e-10,1.3466196080254822e-08,7.302796514509599e-07,9.050763637964085e-09,4.5229122470580657e-10,4.184780333268487e-07,-5.460845833773363e-10,4.355464665355811e-09,2.1372894165648094e-07,1.5854122118938457e-07,5.8509745951485815e-08,-5.24508044122e-07,2.558073779995688e-08,-9.543220293534105e-09,1.1054381771235684e-07,-5.870213975663942e-07,1.0811379560973389e-08,2.9837182212668546e-07,8.252408627602462e-07,8.63203536864394e-08,3.392274117637053e-06,7.407274752407342e-05,3.3647539480299127e-06,-7.338495065723434e-08,-1.766731818380143e-08,5.48642187118825e-06,3.7030988544226766e-07,-9.73743612574303e-07,5.066263820811605e-06,2.1114532468081686e-05,-4.248248002703999e-07,0.0,-2.39514401248591e-06,5.0310031259148515e-06,4.062775922426134e-06,2.1144436774789497e-06,3.69911262015741e-05,5.811585332437239e-07,3.271163279208522e-06,2.1698241819191925e-07,1.321878935045313e-06,1.2079733605044247e-06,1.3650591410100684e-06,1.467929411958979e-06,1.088063270244212e-05,5.181528872477385e-07,3.6426544064933178e-06,3.5662777629302143e-07,2.3820951926007596e-05,1.1305992182141484e-05,2.0447911555208517e-06,6.230114125270512e-06,4.966093210166467e-06,2.4492255814327124e-06,2.8482851924280697e-06,2.7031988872801745e-06,5.207180757296375e-06,5.390587677437942e-07,4.866691567717862e-06,9.98144372762075e-07,3.710876077531418e-05,9.512963179639055e-07,6.538507710305384e-06,2.906058238690403e-06,1.7002674040018337e-05,7.781237374742152e-06,5.2821298515396826e-06,9.710337013577046e-06,3.157798882537628e-07,3.066966793846122e-05,2.4802034525879067e-06
