,0
0,-0.03363578000000014
1,0.08569445000000019
2,-0.005720549999999814
3,-0.0012609599999998462
4,-0.014202530000000027
5,-0.006664820000000181
6,-0.19857262000000045
7,0.015261270000000252
8,-0.05299581000000005
9,0.04774635999999987
10,0.0016226400000001304
11,-0.11333601000000047
12,-0.09067597000000033
13,0.13035448
14,-0.025124150000000255
15,-0.011040940000000178
16,-0.02714243000000017
17,-0.08484087
18,-0.001659900000000256
19,0.07555963000000013
20,-0.04972870000000019
21,-0.04044433000000008
22,0.047074079999999956
23,0.06392845999999996
24,0.034177989999999756
25,0.10198109999999987
26,-0.21115125999999965
27,-0.1596411100000001
28,-0.03255312000000011
29,0.05023116999999992
30,0.6430293100000003
31,0.12604776
32,0.07481715999999991
33,-0.07904488999999978
34,-0.07069882000000018
35,-0.06825114999999991
36,0.19913554000000003
37,-0.13946908999999963
38,-0.19742132999999995
39,-0.1142351599999998
40,0.024057960000000194
41,-0.16286146999999962
42,0.024656299999999697
43,-0.18581527000000037
44,-0.017186960000000313
45,0.03105389000000013
46,-0.10369781000000006
47,0.4646376499999999
48,1.26774802
49,-0.11123724000000011
50,0.09906354000000027
51,-0.0657688300000002
52,-0.13606135999999988
53,-0.17595255000000004
54,0.07980867999999994
55,0.009552470000000089
56,-0.19403675999999978
57,-0.025901860000000103
58,-0.06212355000000005
59,-0.18268977000000014
60,-0.29485599000000023
61,-0.22008783999999984
62,-0.02871742000000016
63,0.6500919299999997
64,-0.11936025
65,-0.28787484999999985
66,-0.35296032999999993
67,0.07750100000000024
68,-0.24820964000000012
69,0.17687880000000028
70,-0.1557034500000002
71,0.24486709999999987
72,-0.2960966499999996
73,0.2548440599999996
74,0.11064099000000022
75,0.13599875
76,-0.06780764000000002
