,name,time,price,tick,Signal
124,ss,2015-01-15,3.37,473271.0,1.0
125,ss,2015-01-19,3.1,473271.0,-1.0
126,ss,2015-02-13,3.61,406410.0,1.0
127,ss,2015-05-20,5.73,406410.0,-1.0
128,ss,2015-05-22,6.25,372596.0,1.0
129,ss,2015-05-26,6.41,372596.0,-1.0
130,ss,2015-06-03,6.36,375526.0,1.0
131,ss,2015-07-02,6.3,375526.0,-1.0
132,ss,2015-08-03,5.3,446380.0,1.0
133,ss,2015-08-25,4.34,446380.0,-1.0
134,ss,2015-10-20,4.09,473664.0,1.0
135,ss,2015-10-21,3.89,473664.0,-1.0
136,ss,2015-11-06,3.93,468843.0,1.0
137,ss,2015-11-09,3.96,468843.0,-1.0
138,ss,2015-12-25,3.54,524469.0,1.0
139,ss,2015-12-28,3.43,524469.0,-1.0
140,ss,2015-12-29,3.48,516934.0,1.0
141,ss,2015-12-30,3.47,516934.0,-1.0
