,0
0,0.12653856999999982
1,-0.08616671000000008
2,0.2749091399999999
3,0.3288173999999999
4,0.00959879999999993
5,-0.07027037000000011
6,-0.22250266000000002
7,-0.12657466000000003
8,-0.10427126
9,0.03396589999999979
10,-0.07944638999999978
11,-0.2027205199999998
12,-0.09437683000000008
13,0.03798385999999999
14,-0.08040755999999993
15,-0.08796666000000015
16,-0.15183515000000003
17,-0.006905860000000102
18,-0.14830321999999999
19,0.07952662000000012
20,-0.018239909999999915
21,-0.17958232999999996
22,0.019600739999999874
23,-0.07616497999999998
24,0.0030171299999997717
25,0.022154540000000153
26,-0.09756503000000015
27,-0.06531954999999981
28,0.14545781999999982
29,-0.12723059999999986
30,0.3711424500000002
31,0.0978742200000002
32,-0.14008132000000018
33,0.15614321999999997
34,-0.17950429000000004
35,-0.11415405999999995
36,0.43645433999999983
37,-0.07004821999999986
38,-0.24848638000000023
39,0.048228400000000136
40,-0.005169670000000042
41,-0.25542995999999996
42,0.18331601
43,-0.17771823999999986
44,-0.11491671999999997
45,0.11864384000000032
46,-0.1199308300000002
47,0.39621406000000003
48,1.3296921400000001
49,-0.07757201000000012
50,-0.10833923999999999
51,-0.18783152000000003
52,-0.008523269999999786
53,-0.18224992000000004
54,0.013185850000000093
55,0.145348
56,-0.00035915999999979977
57,-0.21044004999999993
58,0.08980176000000001
59,-0.06561641999999993
60,-0.22928482999999997
61,0.01916405999999994
62,0.07589951
63,0.06853033000000007
64,-0.10696338000000001
65,0.010476410000000033
66,-0.1548932799999998
67,-0.11063209999999998
68,-0.10829318000000004
69,-0.06122646000000008
70,-0.05148652000000002
71,0.15836053000000003
72,-0.23141477000000002
73,0.1522867000000002
74,0.26930927000000005
75,0.35605251000000027
76,0.026037679999999935
