,0
0,0.6176887900000003
1,0.7017450599999998
2,-0.21339528000000013
3,-0.04000882999999984
4,-0.033890020000000715
5,0.12203285999999987
6,0.4713466499999999
7,0.3323563899999999
8,1.2137864900000002
9,0.23955433000000076
10,0.22044467999999995
11,0.78171075
12,0.7171558200000001
13,0.5027017099999995
14,0.8832898599999996
15,1.5762484300000001
16,0.3690581299999999
17,0.7159166099999998
18,0.8046146600000006
19,-0.12009233999999996
20,1.5632440899999998
21,0.2541391700000004
22,0.6420807
23,0.41385413999999965
24,0.8766361100000001
25,-0.13057514999999992
26,0.07544766999999993
27,-0.26818760999999985
28,0.04269441999999993
29,0.19923620999999972
30,0.36547290000000016
31,0.5150621699999999
32,-0.3168053400000001
33,1.9221466200000001
34,-0.41174351000000026
35,1.00053924
36,0.4311409899999995
37,-0.45372195999999987
38,0.6245184100000004
39,-0.005328569999999366
40,-0.17546469000000028
41,0.8021874900000007
42,-0.14201596999999985
43,0.34132020999999996
44,0.21912616000000015
45,1.2033930799999988
46,-0.22125580999999994
47,0.8443174099999997
48,-0.21629527999999992
49,0.8012670200000005
50,2.01507043
51,0.12075126000000001
52,0.4761755900000001
53,1.4834150799999997
54,-0.27582769999999973
55,-0.10935683000000031
56,-0.7332950899999999
57,-0.11854759999999986
58,-0.023621390000000245
59,-0.3235550199999999
60,-0.22891132999999972
61,-0.6719491800000004
62,0.10132252000000001
63,0.23403115999999946
64,1.1407575700000003
65,1.544707290000001
66,0.5732959900000002
67,0.5239974300000002
68,0.3075388400000003
69,0.33748071999999973
70,0.10751999999999977
71,0.267676
72,-0.4417782299999996
73,-0.2068837100000002
74,-0.1667103299999995
75,0.002405509999999893
76,-0.06985931000000029
