,name,time,price,tick,Signal
0,ss,2009-02-25,5.36,186567.0,1.0
1,ss,2009-02-27,4.86,186567.0,-1.0
2,ss,2009-03-24,5.98,151624.0,1.0
3,ss,2009-04-22,5.9,151624.0,-1.0
4,ss,2009-04-23,5.84,153182.0,1.0
5,ss,2009-04-27,5.61,153182.0,-1.0
6,ss,2009-05-21,6.0,143225.0,1.0
7,ss,2009-08-14,8.42,143225.0,-1.0
8,ss,2009-11-03,6.6,182721.0,1.0
9,ss,2009-12-17,7.05,182721.0,-1.0
10,ss,2010-03-03,5.98,215415.0,1.0
11,ss,2010-03-04,5.81,215415.0,-1.0
12,ss,2010-03-09,5.91,211770.0,1.0
13,ss,2010-03-15,5.74,211770.0,-1.0
14,ss,2010-03-17,5.88,206728.0,1.0
15,ss,2010-03-18,5.86,206728.0,-1.0
16,ss,2010-04-02,5.92,204633.0,1.0
17,ss,2010-04-07,5.9,204633.0,-1.0
18,ss,2010-04-13,5.81,207802.0,1.0
19,ss,2010-04-15,5.83,207802.0,-1.0
20,ss,2010-07-22,4.15,291925.0,1.0
21,ss,2010-08-25,4.19,291925.0,-1.0
22,ss,2010-09-06,4.39,278625.0,1.0
23,ss,2010-09-10,4.23,1.0,1.0
24,ss,2010-09-13,4.23,278626.0,-1.0
25,ss,2010-10-12,4.36,270318.0,1.0
26,ss,2010-11-12,4.3,270318.0,-1.0
27,ss,2010-12-21,4.03,288429.0,1.0
28,ss,2010-12-23,3.98,288429.0,-1.0
29,ss,2011-01-26,3.86,297395.0,1.0
30,ss,2011-03-21,4.27,297395.0,-1.0
31,ss,2011-03-22,4.26,298093.0,1.0
32,ss,2011-05-06,4.23,298093.0,-1.0
33,ss,2011-06-27,3.98,316818.0,1.0
34,ss,2011-06-29,3.97,316818.0,-1.0
35,ss,2011-06-30,3.99,315230.0,1.0
36,ss,2011-07-12,3.91,315230.0,-1.0
37,ss,2011-07-15,3.99,308909.0,1.0
38,ss,2011-07-21,3.87,308909.0,-1.0
39,ss,2011-10-25,3.28,364475.0,1.0
40,ss,2011-10-26,3.29,364475.0,-1.0
41,ss,2011-10-28,3.33,360097.0,1.0
42,ss,2011-11-11,3.29,360097.0,-1.0
43,ss,2011-11-15,3.31,357922.0,1.0
44,ss,2011-11-22,3.18,357922.0,-1.0
45,ss,2012-01-16,2.84,400771.0,1.0
46,ss,2012-02-21,2.97,400771.0,-1.0
47,ss,2012-02-22,3.01,395445.0,1.0
48,ss,2012-03-15,2.9,395445.0,-1.0
49,ss,2012-05-03,2.84,403800.0,1.0
