,name,time,price,tick,Signal
0,ss,2009-02-25,5.36,186567.0,1.0
1,ss,2009-02-26,5.09,186567.0,-1.0
2,ss,2009-03-24,5.98,158800.0,1.0
3,ss,2009-04-22,5.9,158800.0,-1.0
4,ss,2009-04-23,5.84,160432.0,1.0
5,ss,2009-04-24,5.87,160432.0,-1.0
6,ss,2009-05-21,6.0,156955.0,1.0
7,ss,2009-08-14,8.42,156955.0,-1.0
8,ss,2009-11-03,6.6,200237.0,1.0
9,ss,2009-12-17,7.05,200237.0,-1.0
10,ss,2010-03-03,5.98,236065.0,1.0
11,ss,2010-03-04,5.81,236065.0,-1.0
12,ss,2010-03-09,5.91,232071.0,1.0
13,ss,2010-03-15,5.74,232071.0,-1.0
14,ss,2010-03-17,5.88,226546.0,1.0
15,ss,2010-03-18,5.86,226546.0,-1.0
16,ss,2010-04-02,5.92,224249.0,1.0
17,ss,2010-04-07,5.9,224249.0,-1.0
18,ss,2010-04-13,5.81,227723.0,1.0
19,ss,2010-04-15,5.83,227723.0,-1.0
20,ss,2010-07-22,4.15,319910.0,1.0
21,ss,2010-08-25,4.19,319910.0,-1.0
22,ss,2010-09-06,4.39,305336.0,1.0
23,ss,2010-09-13,4.23,305336.0,-1.0
24,ss,2010-10-12,4.36,296232.0,1.0
25,ss,2010-11-12,4.3,296232.0,-1.0
26,ss,2010-12-21,4.03,316078.0,1.0
27,ss,2010-12-23,3.98,316078.0,-1.0
28,ss,2011-01-26,3.86,325905.0,1.0
29,ss,2011-02-09,3.85,325905.0,-1.0
30,ss,2011-02-11,3.98,315260.0,1.0
31,ss,2011-03-21,4.27,315260.0,-1.0
32,ss,2011-03-22,4.26,316000.0,1.0
33,ss,2011-04-06,4.21,316000.0,-1.0
34,ss,2011-04-08,4.42,300986.0,1.0
35,ss,2011-05-06,4.23,300986.0,-1.0
36,ss,2011-06-27,3.98,319892.0,1.0
37,ss,2011-06-29,3.97,319892.0,-1.0
38,ss,2011-06-30,3.99,318289.0,1.0
39,ss,2011-07-01,3.97,318289.0,-1.0
40,ss,2011-07-05,4.05,312002.0,1.0
41,ss,2011-07-12,3.91,312002.0,-1.0
42,ss,2011-07-15,3.99,305746.0,1.0
