,name,time,price,tick,Signal
0,ss,2009-04-16,6.48,154320.0,1.0
1,ss,2009-04-17,6.27,154320.0,-1.0
2,ss,2009-04-24,5.87,0.0,-1.0
3,ss,2009-04-28,5.68,0.0,-1.0
4,ss,2009-04-30,5.82,0.0,-1.0
5,ss,2009-05-05,6.16,0.0,-1.0
6,ss,2009-05-08,6.23,0.0,-1.0
7,ss,2009-05-12,6.31,0.0,-1.0
8,ss,2009-05-14,6.11,0.0,-1.0
9,ss,2009-05-18,6.14,0.0,-1.0
10,ss,2009-05-20,6.13,0.0,-1.0
11,ss,2009-06-12,6.48,149319.0,1.0
12,ss,2009-08-17,7.67,149319.0,-1.0
13,ss,2009-08-19,7.3,0.0,-1.0
14,ss,2009-08-21,7.96,0.0,-1.0
15,ss,2009-08-25,7.46,0.0,-1.0
16,ss,2009-08-27,7.47,0.0,-1.0
17,ss,2009-08-31,6.34,0.0,-1.0
18,ss,2009-09-02,6.43,0.0,-1.0
19,ss,2009-09-04,6.93,0.0,-1.0
20,ss,2009-09-08,7.05,0.0,-1.0
21,ss,2009-09-10,7.23,0.0,-1.0
22,ss,2009-09-14,7.44,0.0,-1.0
23,ss,2009-09-16,7.29,0.0,-1.0
24,ss,2009-09-18,6.97,0.0,-1.0
25,ss,2009-09-22,6.62,0.0,-1.0
26,ss,2009-09-24,6.55,0.0,-1.0
27,ss,2009-09-28,6.15,0.0,-1.0
28,ss,2009-09-30,6.04,0.0,-1.0
29,ss,2009-10-12,6.27,0.0,-1.0
30,ss,2009-10-14,6.52,0.0,-1.0
31,ss,2009-10-16,6.61,0.0,-1.0
32,ss,2009-10-20,6.87,0.0,-1.0
33,ss,2009-10-22,6.77,0.0,-1.0
34,ss,2009-10-26,6.94,0.0,-1.0
35,ss,2009-10-28,6.45,0.0,-1.0
36,ss,2009-10-30,6.33,0.0,-1.0
37,ss,2009-11-23,7.32,156459.0,1.0
38,ss,2009-12-18,6.88,156459.0,-1.0
39,ss,2009-12-22,6.56,0.0,-1.0
40,ss,2009-12-24,6.84,0.0,-1.0
41,ss,2009-12-28,6.99,0.0,-1.0
42,ss,2009-12-30,7.11,0.0,-1.0
43,ss,2010-01-04,7.13,0.0,-1.0
44,ss,2010-01-06,7.09,0.0,-1.0
45,ss,2010-01-08,6.89,0.0,-1.0
46,ss,2010-01-12,6.97,0.0,-1.0
47,ss,2010-01-14,6.76,0.0,-1.0
48,ss,2010-01-18,6.73,0.0,-1.0
49,ss,2010-01-20,6.5,0.0,-1.0
50,ss,2010-01-22,6.25,0.0,-1.0
51,ss,2010-01-26,6.0,0.0,-1.0
52,ss,2010-01-28,5.93,0.0,-1.0
53,ss,2010-02-01,5.7,0.0,-1.0
54,ss,2010-02-03,5.9,0.0,-1.0
55,ss,2010-02-05,5.71,0.0,-1.0
56,ss,2010-02-09,5.77,0.0,-1.0
57,ss,2010-02-11,5.98,0.0,-1.0
58,ss,2010-02-22,5.94,0.0,-1.0
59,ss,2010-02-24,5.97,0.0,-1.0
60,ss,2010-02-26,5.94,0.0,-1.0
61,ss,2010-03-02,5.95,0.0,-1.0
62,ss,2010-03-05,5.81,0.0,-1.0
63,ss,2010-03-09,5.91,182138.0,1.0
64,ss,2010-03-16,5.75,182138.0,-1.0
65,ss,2010-03-19,5.92,0.0,-1.0
66,ss,2010-03-23,5.82,0.0,-1.0
67,ss,2010-03-25,5.87,0.0,-1.0
68,ss,2010-03-29,5.95,0.0,-1.0
69,ss,2010-03-31,5.83,0.0,-1.0
70,ss,2010-04-08,5.81,0.0,-1.0
71,ss,2010-04-12,5.74,0.0,-1.0
72,ss,2010-04-16,5.74,0.0,-1.0
73,ss,2010-04-20,5.27,0.0,-1.0
74,ss,2010-04-22,5.18,0.0,-1.0
75,ss,2010-04-26,5.04,0.0,-1.0
76,ss,2010-04-28,4.88,0.0,-1.0
77,ss,2010-04-30,4.9,0.0,-1.0
78,ss,2010-05-05,4.79,0.0,-1.0
79,ss,2010-05-07,4.45,0.0,-1.0
80,ss,2010-05-11,4.44,0.0,-1.0
81,ss,2010-05-13,4.52,0.0,-1.0
82,ss,2010-05-17,4.15,0.0,-1.0
83,ss,2010-05-19,4.22,0.0,-1.0
84,ss,2010-05-21,4.2,0.0,-1.0
85,ss,2010-05-25,4.37,0.0,-1.0
86,ss,2010-05-27,4.41,0.0,-1.0
87,ss,2010-05-31,4.22,0.0,-1.0
88,ss,2010-06-02,4.21,0.0,-1.0
89,ss,2010-06-04,4.13,0.0,-1.0
90,ss,2010-06-08,4.02,0.0,-1.0
91,ss,2010-06-10,4.01,0.0,-1.0
92,ss,2010-06-17,4.04,0.0,-1.0
93,ss,2010-06-21,4.13,0.0,-1.0
94,ss,2010-06-23,4.11,0.0,-1.0
95,ss,2010-06-25,4.03,0.0,-1.0
96,ss,2010-06-29,3.85,0.0,-1.0
97,ss,2010-07-01,3.79,0.0,-1.0
98,ss,2010-07-05,3.82,0.0,-1.0
99,ss,2010-07-07,3.86,0.0,-1.0
