x,close
2016-12-30,14.97
2016-12-29,14.88
2016-12-28,14.98
2016-12-27,14.85
2016-12-26,14.77
2016-12-23,14.4
2016-12-22,14.33
2016-12-21,14.49
2016-12-20,14.31
2016-12-19,14.64
2016-12-16,14.6
2016-12-15,14.71
2016-12-14,15.01
2016-12-13,15.44
2016-12-12,15.41
2016-12-09,16.12
2016-12-08,15.69
2016-12-07,15.93
2016-12-06,15.65
2016-12-05,15.26
2016-12-02,16.32
2016-12-01,16.9
2016-11-30,16.85
2016-11-29,16.84
2016-11-28,17.11
2016-11-25,17.28
2016-11-24,16.96
2016-11-23,16.44
2016-11-22,16.81
2016-11-21,16.57
2016-11-18,16.44
2016-11-17,16.81
2016-11-16,16.8
2016-11-15,16.9
2016-11-14,17.21
2016-11-11,17.0
2016-11-10,16.04
2016-11-09,15.8
2016-11-08,16.35
2016-11-07,16.65
2016-11-04,16.59
2016-11-03,16.89
2016-11-02,16.47
2016-11-01,16.64
2016-10-31,16.49
2016-10-28,16.25
2016-10-27,16.09
2016-10-26,16.17
2016-10-25,16.56
2016-10-24,16.5
2016-10-21,15.6
2016-10-20,15.37
2016-10-19,15.35
2016-10-18,15.57
2016-10-17,15.23
2016-10-14,15.79
2016-10-13,15.75
2016-10-12,15.91
2016-10-11,15.95
2016-10-10,15.46
2016-09-30,15.0
2016-09-29,15.16
2016-09-28,14.95
2016-09-27,15.15
2016-09-26,15.16
2016-09-23,15.8
2016-09-22,16.16
2016-09-21,16.14
2016-09-20,15.74
2016-09-19,15.76
2016-09-14,15.68
2016-09-13,15.68
2016-09-12,15.88
2016-09-09,16.6
2016-09-08,17.0
2016-09-07,16.75
2016-09-06,16.74
2016-09-05,16.1
2016-09-02,16.03
2016-09-01,15.96
2016-08-31,16.69
2016-08-30,16.72
2016-08-29,16.41
2016-08-26,16.4
2016-08-25,16.6
2016-08-24,16.41
2016-08-23,16.97
2016-08-22,17.21
2016-08-19,17.96
2016-08-18,17.17
2016-08-17,17.4
2016-08-16,18.0
2016-08-15,17.0
2016-08-12,15.45
2016-08-11,15.31
2016-08-10,15.04
2016-08-09,15.06
2016-08-08,15.09
2016-08-05,15.28
2016-08-04,14.72
2016-08-03,14.67
2016-08-02,14.98
2016-08-01,14.84
2016-07-29,14.84
2016-07-28,15.74
2016-07-27,15.88
2016-07-26,16.3
2016-07-25,15.36
2016-07-22,15.45
2016-07-21,14.65
2016-07-20,14.65
2016-07-19,14.65
2016-07-18,14.65
2016-07-15,14.65
2016-07-14,14.65
2016-07-13,14.65
2016-07-12,14.65
2016-07-11,14.56
2016-07-08,14.65
2016-07-07,14.42
2016-07-06,13.72
2016-07-05,13.8
2016-07-04,14.03
2016-07-01,13.63
2016-06-30,13.74
2016-06-29,13.64
2016-06-28,13.55
2016-06-27,13.12
2016-06-24,12.7
2016-06-23,13.02
2016-06-22,13.27
2016-06-21,12.98
2016-06-20,12.52
2016-06-17,12.51
2016-06-16,12.34
2016-06-15,12.72
2016-06-14,12.31
2016-06-13,11.88
2016-06-08,13.13
2016-06-07,12.94
2016-06-06,12.8
2016-06-03,13.1
2016-06-02,12.92
2016-06-01,12.84
2016-05-31,12.83
2016-05-30,11.87
2016-05-27,12.0
2016-05-26,12.17
2016-05-25,11.93
2016-05-24,11.86
2016-05-23,12.18
2016-05-20,11.3
2016-05-19,10.86
2016-05-18,11.0
2016-05-17,11.41
2016-05-16,11.44
2016-05-13,11.41
2016-05-12,11.61
2016-05-11,11.35
2016-05-10,11.68
2016-05-09,11.97
2016-05-06,12.36
2016-05-05,13.01
2016-05-04,12.75
2016-05-03,12.92
2016-04-29,12.67
2016-04-28,12.3
2016-04-27,12.68
2016-04-26,12.84
2016-04-25,12.8
2016-04-22,12.95
2016-04-21,12.55
2016-04-20,12.98
2016-04-19,13.86
2016-04-18,13.74
2016-04-15,14.41
2016-04-14,14.59
2016-04-13,14.46
2016-04-12,13.68
2016-04-11,13.98
2016-04-08,13.36
2016-04-07,13.41
2016-04-06,13.88
2016-04-05,14.07
2016-04-01,13.84
2016-03-31,14.02
2016-03-30,13.95
2016-03-29,13.35
2016-03-28,13.75
2016-03-25,13.84
2016-03-24,13.7
2016-03-23,14.46
2016-03-22,14.27
2016-03-21,14.88
2016-03-18,13.69
2016-03-17,12.97
2016-03-16,12.53
2016-03-15,12.52
2016-03-14,12.73
2016-03-11,11.66
2016-03-10,11.49
2016-03-09,12.02
2016-03-08,12.6
2016-03-07,12.64
2016-03-04,12.19
2016-03-03,12.75
2016-03-02,12.03
2016-03-01,10.94
2016-02-29,10.28
2016-02-26,11.42
2016-02-25,11.61
2016-02-24,12.9
2016-02-23,13.26
2016-02-22,13.83
2016-02-19,12.76
2016-02-18,12.63
2016-02-17,12.31
2016-02-16,12.31
2016-02-15,11.47
2016-02-05,11.44
2016-02-04,10.96
2016-02-03,10.65
2016-02-02,11.83
2016-02-01,11.85
2016-01-29,12.28
2016-01-28,12.13
2016-01-27,13.48
2016-01-26,14.98
2016-01-25,14.98
2016-01-22,14.98
2016-01-21,14.98
2016-01-20,14.98
2016-01-19,14.98
2016-01-18,14.98
2016-01-15,14.98
2016-01-14,14.98
2016-01-13,14.98
2016-01-12,14.98
2016-01-11,14.98
2016-01-08,14.98
2016-01-07,14.98
2016-01-06,14.98
2016-01-05,14.98
2016-01-04,14.98
