x,close
2016-12-30,13.33
2016-12-29,13.2
2016-12-28,13.05
2016-12-27,13.06
2016-12-26,13.2
2016-12-23,13.26
2016-12-22,13.37
2016-12-21,13.39
2016-12-20,13.36
2016-12-19,13.51
2016-12-16,13.27
2016-12-15,13.06
2016-12-14,13.03
2016-12-13,13.09
2016-12-12,13.01
2016-12-09,13.3
2016-12-08,13.19
2016-12-07,13.19
2016-12-06,13.11
2016-12-05,13.46
2016-12-02,13.85
2016-12-01,14.2
2016-11-30,13.61
2016-11-29,13.89
2016-11-28,14.02
2016-11-25,14.27
2016-11-24,13.95
2016-11-23,14.03
2016-11-22,13.51
2016-11-21,13.33
2016-11-18,13.32
2016-11-17,13.4
2016-11-16,13.48
2016-11-15,13.47
2016-11-14,13.29
2016-11-11,13.28
2016-11-10,13.14
2016-11-09,13.04
2016-11-08,13.02
2016-11-07,13.07
2016-11-04,12.99
2016-11-03,13.12
2016-11-02,13.14
2016-11-01,13.29
2016-10-31,13.26
2016-10-28,13.35
2016-10-27,13.32
2016-10-26,13.19
2016-10-25,13.19
2016-10-24,13.27
2016-10-21,13.23
2016-10-20,13.21
2016-10-19,13.03
2016-10-18,13.0
2016-10-17,12.89
2016-10-14,12.94
2016-10-13,13.06
2016-10-12,13.04
2016-10-11,13.08
2016-10-10,13.13
2016-09-30,13.67
2016-09-29,13.52
2016-09-28,13.28
2016-09-27,13.33
2016-09-26,13.1
2016-09-23,13.36
2016-09-22,13.53
2016-09-21,13.36
2016-09-20,13.11
2016-09-19,12.89
2016-09-14,12.88
2016-09-13,13.05
2016-09-12,13.1
2016-09-09,13.05
2016-09-08,13.28
2016-09-07,13.37
2016-09-06,13.37
2016-09-05,13.33
2016-09-02,13.39
2016-09-01,13.46
2016-08-31,13.91
2016-08-30,13.71
2016-08-29,13.75
2016-08-26,13.41
2016-08-25,13.46
2016-08-24,13.84
2016-08-23,13.92
2016-08-22,14.01
2016-08-19,14.24
2016-08-18,14.15
2016-08-17,13.74
2016-08-16,13.56
2016-08-15,13.85
2016-08-12,13.03
2016-08-11,12.31
2016-08-10,12.47
2016-08-09,12.66
2016-08-08,12.71
2016-08-05,12.58
2016-08-04,12.53
2016-08-03,12.42
2016-08-02,12.21
2016-08-01,12.09
2016-07-29,12.18
2016-07-28,12.28
2016-07-27,12.14
2016-07-26,12.52
2016-07-25,12.29
2016-07-22,12.3
2016-07-21,12.69
2016-07-20,12.71
2016-07-19,12.74
2016-07-18,12.87
2016-07-15,13.13
2016-07-14,12.76
2016-07-13,12.69
2016-07-12,12.5
2016-07-11,12.4
2016-07-08,12.51
2016-07-07,12.54
2016-07-06,12.52
2016-07-05,12.6
2016-07-04,12.77
2016-07-01,12.69
2016-06-30,12.49
2016-06-29,12.47
2016-06-28,12.17
2016-06-27,11.77
2016-06-24,11.52
2016-06-23,11.65
2016-06-22,11.83
2016-06-21,11.78
2016-06-20,11.68
2016-06-17,11.59
2016-06-16,11.74
2016-06-15,11.92
2016-06-14,11.7
2016-06-13,11.52
2016-06-08,12.07
2016-06-07,11.59
2016-06-06,11.52
2016-06-03,11.61
2016-06-02,11.75
2016-06-01,11.58
2016-05-31,11.55
2016-05-30,11.01
2016-05-27,10.99
2016-05-26,10.93
2016-05-25,10.74
2016-05-24,10.79
2016-05-23,10.95
2016-05-20,10.87
2016-05-19,10.81
2016-05-18,10.84
2016-05-17,10.98
2016-05-16,11.04
2016-05-13,10.86
2016-05-12,10.94
2016-05-11,11.01
2016-05-10,11.21
2016-05-09,11.31
2016-05-06,11.88
2016-05-05,12.29
2016-05-04,12.18
2016-05-03,12.11
2016-04-29,11.92
2016-04-28,12.04
2016-04-27,12.29
2016-04-26,12.26
2016-04-25,12.19
2016-04-22,12.39
2016-04-21,12.24
2016-04-20,12.2
2016-04-19,12.69
2016-04-18,12.7
2016-04-15,13.07
2016-04-14,12.4
2016-04-13,12.29
2016-04-12,12.04
2016-04-11,12.15
2016-04-08,11.89
2016-04-07,12.08
2016-04-06,12.28
2016-04-05,12.44
2016-04-01,12.17
2016-03-31,12.1
2016-03-30,12.17
2016-03-29,11.83
2016-03-28,12.11
2016-03-25,12.93
2016-03-24,12.7
2016-03-23,12.31
2016-03-22,12.17
2016-03-21,12.35
2016-03-18,11.82
2016-03-17,11.46
2016-03-16,11.24
2016-03-15,11.25
2016-03-14,11.48
2016-03-11,11.12
2016-03-10,11.11
2016-03-09,11.6
2016-03-08,11.9
2016-03-07,12.15
2016-03-04,12.09
2016-03-03,12.39
2016-03-02,12.59
2016-03-01,11.81
2016-02-29,11.27
2016-02-26,11.18
2016-02-25,11.04
2016-02-24,11.83
2016-02-23,11.48
2016-02-22,11.67
2016-02-19,11.09
2016-02-18,10.93
2016-02-17,11.02
2016-02-16,10.9
2016-02-15,10.4
2016-02-05,10.55
2016-02-04,10.72
2016-02-03,10.61
2016-02-02,10.74
2016-02-01,10.54
2016-01-29,10.5
2016-01-28,10.2
2016-01-27,10.4
2016-01-26,10.42
2016-01-25,11.14
2016-01-22,11.12
2016-01-21,11.0
2016-01-20,11.39
2016-01-19,11.6
2016-01-18,11.04
2016-01-15,11.11
2016-01-14,11.42
2016-01-13,11.13
2016-01-12,11.22
2016-01-11,11.02
2016-01-08,11.78
2016-01-07,11.57
2016-01-06,12.82
2016-01-05,12.52
2016-01-04,12.88
