x,volume
2016-12-30,12144023.0
2016-12-29,7901984.0
2016-12-28,14608979.0
2016-12-27,19784294.0
2016-12-26,9659585.0
2016-12-23,19953959.0
2016-12-22,30256247.0
2016-12-21,41859130.0
2016-12-20,8595946.0
2016-12-19,8918304.0
2016-12-16,9923723.0
2016-12-15,11005450.0
2016-12-14,6794296.0
2016-12-13,6064602.0
2016-12-12,13275117.0
2016-12-09,13600375.0
2016-12-08,14701099.0
2016-12-07,22567202.0
2016-12-06,7701200.0
2016-12-05,6671218.0
2016-12-02,11237106.0
2016-12-01,8351499.0
2016-11-30,8868758.0
2016-11-29,16247000.0
2016-11-28,11581415.0
2016-11-25,14614407.0
2016-11-24,31804024.0
2016-11-23,37531779.0
2016-11-22,25334637.0
2016-11-21,38402973.0
2016-11-18,61052150.0
2016-11-17,56556626.0
2016-11-16,46263027.0
2016-11-15,27395959.0
2016-11-14,30726610.0
2016-11-11,18389641.0
2016-11-10,6668138.0
2016-11-09,7786198.0
2016-11-08,6854550.0
2016-11-07,9954875.0
2016-11-04,10926192.0
2016-11-03,13976662.0
2016-11-02,6324109.0
2016-11-01,6936393.0
2016-10-31,11393101.0
2016-10-28,4316425.0
2016-10-27,3574352.0
2016-10-26,3598497.0
2016-10-25,4496163.0
2016-10-24,4993488.0
2016-10-21,3384334.0
2016-10-20,2626712.0
2016-10-19,3094034.0
2016-10-18,3873271.0
2016-10-17,4227787.0
2016-10-14,4361549.0
2016-10-13,4293608.0
2016-10-12,8061810.0
2016-10-11,13960767.0
2016-10-10,3341210.0
2016-09-30,2276592.0
2016-09-29,2430744.0
2016-09-28,2701260.0
2016-09-27,1963602.0
2016-09-26,4488428.0
2016-09-23,2020872.0
2016-09-22,3221963.0
2016-09-21,3234166.0
2016-09-20,3497136.0
2016-09-19,3356972.0
2016-09-14,2898551.0
2016-09-13,3983755.0
2016-09-12,7760311.0
2016-09-09,4941247.0
2016-09-08,4897521.0
2016-09-07,6149587.0
2016-09-06,5353724.0
2016-09-05,5317620.0
2016-09-02,6821141.0
2016-09-01,11891315.0
2016-08-31,3013852.0
2016-08-30,3324709.0
2016-08-29,5831845.0
2016-08-26,4368896.0
2016-08-25,7425700.0
2016-08-24,4062604.0
2016-08-23,6775795.0
2016-08-22,7914700.0
2016-08-19,19309591.0
2016-08-18,10518321.0
2016-08-17,7227662.0
2016-08-16,7028039.0
2016-08-15,8420074.0
2016-08-12,4579458.0
2016-08-11,5620141.0
2016-08-10,5343322.0
2016-08-09,6161948.0
2016-08-08,6069119.0
2016-08-05,5935983.0
2016-08-04,7175939.0
2016-08-03,6249967.0
2016-08-02,7843229.0
2016-08-01,6749615.0
2016-07-29,6158881.0
2016-07-28,9091225.0
2016-07-27,16221294.0
2016-07-26,14169110.0
2016-07-25,17874892.0
2016-07-22,19143858.0
2016-07-21,26824554.0
2016-07-20,55219129.0
2016-07-19,39233282.0
2016-07-18,16750426.0
2016-07-15,29072353.0
2016-07-14,7063577.0
2016-07-13,14799949.0
2016-07-12,7570632.0
2016-07-11,10952944.0
2016-07-08,5598878.0
2016-07-07,8032969.0
2016-07-06,6785260.0
2016-07-05,8007685.0
2016-07-04,9141582.0
2016-07-01,6753772.0
2016-06-30,6976558.0
2016-06-29,9661385.0
2016-06-28,11296605.0
2016-06-27,15880105.0
2016-06-24,24362196.0
2016-06-23,6603648.0
2016-06-22,7883767.0
2016-06-21,9580945.0
2016-06-20,6017400.0
2016-06-17,9090395.0
2016-06-16,14303563.0
2016-06-15,18773154.0
2016-06-14,15479600.0
2016-06-13,25899280.0
2016-06-08,42214518.0
2016-06-07,2036201.0
2016-06-06,0.0
2016-06-03,0.0
2016-06-02,0.0
2016-06-01,0.0
2016-05-31,0.0
2016-05-30,0.0
2016-05-27,0.0
2016-05-26,0.0
2016-05-25,4089376.0
2016-05-24,3543727.0
2016-05-23,5300379.0
2016-05-20,4609513.0
2016-05-19,4753364.0
2016-05-18,6513421.0
2016-05-17,5422472.0
2016-05-16,3894157.0
2016-05-13,4120802.0
2016-05-12,6797306.0
2016-05-11,7731475.0
2016-05-10,7693030.0
2016-05-09,13117554.0
2016-05-06,9333323.0
2016-05-05,6429078.0
2016-05-04,10456074.0
2016-05-03,11103844.0
2016-04-29,8714375.0
2016-04-28,12453729.0
2016-04-27,7930352.0
2016-04-26,9605447.0
2016-04-25,15039315.0
2016-04-22,17006019.0
2016-04-21,36425110.0
2016-04-20,2655205.0
2016-04-19,0.0
2016-04-18,0.0
2016-04-15,0.0
2016-04-14,0.0
2016-04-13,0.0
2016-04-12,0.0
2016-04-11,0.0
2016-04-08,0.0
2016-04-07,0.0
2016-04-06,0.0
2016-04-05,0.0
2016-04-01,0.0
2016-03-31,0.0
2016-03-30,0.0
2016-03-29,0.0
2016-03-28,0.0
2016-03-25,0.0
2016-03-24,0.0
2016-03-23,0.0
2016-03-22,0.0
2016-03-21,0.0
2016-03-18,0.0
2016-03-17,0.0
2016-03-16,0.0
2016-03-15,0.0
2016-03-14,0.0
2016-03-11,0.0
2016-03-10,0.0
2016-03-09,0.0
2016-03-08,0.0
2016-03-07,0.0
2016-03-04,0.0
2016-03-03,0.0
2016-03-02,0.0
2016-03-01,0.0
2016-02-29,0.0
2016-02-26,0.0
2016-02-25,0.0
2016-02-24,0.0
2016-02-23,0.0
2016-02-22,0.0
2016-02-19,0.0
2016-02-18,0.0
2016-02-17,0.0
2016-02-16,0.0
2016-02-15,0.0
2016-02-05,0.0
2016-02-04,0.0
2016-02-03,0.0
2016-02-02,0.0
2016-02-01,0.0
2016-01-29,0.0
2016-01-28,0.0
2016-01-27,0.0
2016-01-26,0.0
2016-01-25,0.0
2016-01-22,0.0
2016-01-21,0.0
2016-01-20,0.0
2016-01-19,0.0
2016-01-18,0.0
2016-01-15,0.0
2016-01-14,0.0
2016-01-13,0.0
2016-01-12,0.0
2016-01-11,0.0
2016-01-08,11411380.0
2016-01-07,3985219.0
2016-01-06,10413914.0
2016-01-05,17190200.0
2016-01-04,11243781.0
2015-12-31,16114449.0
2015-12-30,23512104.0
2015-12-29,26531565.0
2015-12-28,20124538.0
2015-12-25,15269438.0
2015-12-24,10332575.0
2015-12-23,17402114.0
2015-12-22,8252564.0
2015-12-21,9421165.0
2015-12-18,6622841.0
2015-12-17,10065640.0
2015-12-16,5884712.0
2015-12-15,7716037.0
2015-12-14,6135536.0
2015-12-11,4209612.0
2015-12-10,4045284.0
2015-12-09,5293055.0
2015-12-08,6673841.0
2015-12-07,8764346.0
2015-12-04,6882954.0
2015-12-03,6619871.0
2015-12-02,6909980.0
2015-12-01,7995311.0
2015-11-30,15559434.0
2015-11-27,15756747.0
2015-11-26,12167754.0
2015-11-25,18999702.0
2015-11-24,11033461.0
2015-11-23,21516895.0
2015-11-20,10034889.0
2015-11-19,8997400.0
2015-11-18,10554424.0
2015-11-17,13648824.0
2015-11-16,12934388.0
2015-11-13,20327074.0
2015-11-12,29865814.0
2015-11-11,18981001.0
2015-11-10,30953659.0
2015-11-09,49309728.0
2015-11-06,8109519.0
2015-11-05,1324650.0
2015-11-04,0.0
2015-11-03,0.0
2015-11-02,0.0
2015-10-30,0.0
2015-10-29,0.0
2015-10-28,0.0
2015-10-27,0.0
2015-10-26,0.0
2015-10-23,0.0
2015-10-22,0.0
2015-10-21,0.0
2015-10-20,0.0
2015-10-19,0.0
2015-10-16,0.0
2015-10-15,0.0
2015-10-14,0.0
2015-10-13,0.0
2015-10-12,0.0
2015-10-09,0.0
2015-10-08,0.0
2015-09-30,0.0
2015-09-29,0.0
2015-09-28,0.0
2015-09-25,0.0
2015-09-24,0.0
2015-09-23,0.0
2015-09-22,0.0
2015-09-21,0.0
2015-09-18,0.0
2015-09-17,0.0
2015-09-16,0.0
2015-09-15,0.0
2015-09-14,0.0
2015-09-11,0.0
2015-09-10,0.0
2015-09-09,0.0
2015-09-08,0.0
2015-09-07,0.0
2015-09-02,0.0
2015-09-01,0.0
2015-08-31,0.0
2015-08-28,0.0
2015-08-27,0.0
2015-08-26,0.0
2015-08-25,0.0
2015-08-24,0.0
2015-08-21,0.0
2015-08-20,0.0
2015-08-19,0.0
2015-08-18,0.0
2015-08-17,0.0
2015-08-14,0.0
2015-08-13,0.0
2015-08-12,0.0
2015-08-11,0.0
2015-08-10,0.0
2015-08-07,0.0
2015-08-06,0.0
2015-08-05,0.0
2015-08-04,0.0
2015-08-03,0.0
2015-07-31,0.0
2015-07-30,0.0
2015-07-29,0.0
2015-07-28,0.0
2015-07-27,0.0
2015-07-24,0.0
2015-07-23,0.0
2015-07-22,0.0
2015-07-21,0.0
2015-07-20,0.0
2015-07-17,0.0
2015-07-16,29608641.0
2015-07-15,21621020.0
2015-07-14,43145606.0
2015-07-13,2605009.0
2015-07-10,0.0
2015-07-09,0.0
2015-07-08,0.0
2015-07-07,2510508.0
2015-07-06,28368610.0
2015-07-03,23602845.0
2015-07-02,39857721.0
2015-07-01,26808722.0
2015-06-30,54877196.0
2015-06-29,1988662.0
2015-06-26,0.0
2015-06-25,0.0
2015-06-24,0.0
2015-06-23,0.0
2015-06-19,0.0
2015-06-18,0.0
2015-06-17,0.0
2015-06-16,0.0
2015-06-15,0.0
2015-06-12,0.0
2015-06-11,0.0
2015-06-10,0.0
2015-06-09,0.0
2015-06-08,0.0
2015-06-05,0.0
2015-06-04,0.0
2015-06-03,0.0
2015-06-02,0.0
2015-06-01,0.0
2015-05-29,0.0
2015-05-28,0.0
2015-05-27,0.0
2015-05-26,0.0
2015-05-25,0.0
2015-05-22,0.0
2015-05-21,0.0
2015-05-20,0.0
2015-05-19,0.0
2015-05-18,0.0
2015-05-15,0.0
2015-05-14,0.0
2015-05-13,0.0
2015-05-12,0.0
2015-05-11,0.0
2015-05-08,0.0
2015-05-07,0.0
2015-05-06,0.0
2015-05-05,0.0
2015-05-04,0.0
2015-04-30,0.0
2015-04-29,0.0
2015-04-28,0.0
2015-04-27,0.0
2015-04-24,0.0
2015-04-23,0.0
2015-04-22,0.0
2015-04-21,0.0
2015-04-20,0.0
2015-04-17,0.0
2015-04-16,0.0
2015-04-15,0.0
2015-04-14,0.0
2015-04-13,14425877.0
2015-04-10,13697548.0
2015-04-09,16725199.0
2015-04-08,15573779.0
2015-04-07,17257327.0
2015-04-03,13978376.0
2015-04-02,19163833.0
2015-04-01,11931952.0
2015-03-31,12934478.0
2015-03-30,15261420.0
2015-03-27,7853183.0
2015-03-26,10048926.0
2015-03-25,9116718.0
2015-03-24,15874963.0
2015-03-23,14393909.0
2015-03-20,14500902.0
2015-03-19,18991330.0
2015-03-18,16151413.0
2015-03-17,13088543.0
2015-03-16,17342945.0
2015-03-13,18027455.0
2015-03-12,13527217.0
2015-03-11,18989702.0
2015-03-10,7328657.0
2015-03-09,7551636.0
2015-03-06,10296688.0
2015-03-05,10646606.0
2015-03-04,14548460.0
2015-03-03,9012559.0
2015-03-02,9663592.0
2015-02-27,7713305.0
2015-02-26,5886720.0
2015-02-25,6273847.0
2015-02-17,7599561.0
2015-02-16,6734492.0
2015-02-13,6740921.0
2015-02-12,4423112.0
2015-02-11,3416313.0
2015-02-10,2778646.0
2015-02-09,3382638.0
2015-02-06,4890449.0
2015-02-05,5063964.0
2015-02-04,4496956.0
2015-02-03,4502081.0
2015-02-02,4919730.0
2015-01-30,7340622.0
2015-01-29,8655320.0
2015-01-28,9858478.0
2015-01-27,9634759.0
2015-01-26,10166630.0
2015-01-23,6324997.0
2015-01-22,9875325.0
2015-01-21,5958935.0
2015-01-20,6348172.0
2015-01-19,10303227.0
2015-01-16,4403086.0
2015-01-15,4384717.0
2015-01-14,5610273.0
2015-01-13,4239428.0
2015-01-12,7563757.0
2015-01-09,7276832.0
2015-01-08,9764103.0
2015-01-07,9491124.0
2015-01-06,13812838.0
2015-01-05,14370038.0
2014-12-31,11998016.0
2014-12-30,15530142.0
2014-12-29,27556546.0
2014-12-26,24996204.0
2014-12-25,39768242.0
2014-12-24,22779285.0
2014-12-23,6979799.0
2014-12-22,8997680.0
2014-12-19,7612455.0
2014-12-18,7744137.0
2014-12-17,8885935.0
2014-12-16,9194414.0
2014-12-15,17016745.0
2014-12-12,13356372.0
2014-12-11,13872205.0
2014-12-10,8066643.0
2014-12-09,13637998.0
2014-12-08,9736882.0
2014-12-05,12161454.0
2014-12-04,11529891.0
2014-12-03,11349326.0
2014-12-02,7193186.0
2014-12-01,9469785.0
2014-11-28,8354493.0
2014-11-27,10671143.0
2014-11-26,7320869.0
2014-11-25,7474762.0
2014-11-24,12344702.0
2014-11-21,5604329.0
2014-11-20,5461125.0
2014-11-19,5480117.0
2014-11-18,4240368.0
2014-11-17,6672206.0
2014-11-14,3462387.0
2014-11-13,5096857.0
2014-11-12,5467660.0
2014-11-11,12172190.0
2014-11-10,6155717.0
2014-11-07,7176678.0
2014-11-06,5600110.0
2014-11-05,5951425.0
2014-11-04,8184656.0
2014-11-03,11451742.0
2014-10-31,6436319.0
2014-10-30,7910502.0
2014-10-29,8112153.0
2014-10-28,7255543.0
2014-10-27,3279680.0
2014-10-24,4424818.0
2014-10-23,7716205.0
2014-10-22,9215488.0
2014-10-21,4522713.0
2014-10-20,6189100.0
2014-10-17,10848033.0
2014-10-16,11437520.0
2014-10-15,10145633.0
2014-10-14,6326444.0
2014-10-13,8275387.0
2014-10-10,7060084.0
2014-10-09,8212497.0
2014-10-08,7405757.0
2014-09-30,10014597.0
2014-09-29,12742445.0
2014-09-26,6774217.0
2014-09-25,7065945.0
2014-09-24,7170625.0
2014-09-23,6851006.0
2014-09-22,7210617.0
2014-09-19,7338524.0
2014-09-18,10583869.0
2014-09-17,10568786.0
2014-09-16,10314570.0
2014-09-15,10094045.0
2014-09-12,9396768.0
2014-09-11,9612258.0
2014-09-10,7286030.0
2014-09-09,8739864.0
2014-09-05,9275798.0
2014-09-04,5985541.0
2014-09-03,7043777.0
2014-09-02,6712891.0
2014-09-01,7753259.0
2014-08-29,3338033.0
2014-08-28,2769169.0
2014-08-27,4263919.0
2014-08-26,4812798.0
2014-08-25,4492923.0
2014-08-22,6262145.0
2014-08-21,3637518.0
2014-08-20,4412195.0
2014-08-19,4950494.0
2014-08-18,8496664.0
2014-08-15,4684761.0
2014-08-14,4581491.0
2014-08-13,6103909.0
2014-08-12,4593885.0
2014-08-11,4055527.0
2014-08-08,2537019.0
2014-08-07,5920600.0
2014-08-06,3824008.0
2014-08-05,4392889.0
2014-08-04,5235897.0
2014-08-01,5349222.0
2014-07-31,4078869.0
2014-07-30,4225715.0
2014-07-29,4382918.0
2014-07-28,8311957.0
2014-07-25,4609641.0
2014-07-24,4563271.0
2014-07-23,4957226.0
2014-07-22,2053634.0
2014-07-21,1459089.0
2014-07-18,1587424.0
2014-07-17,1658648.0
2014-07-16,2279495.0
2014-07-15,2065212.0
2014-07-14,2200927.0
2014-07-11,1259848.0
2014-07-10,1680734.0
2014-07-09,2812232.0
2014-07-08,2028715.0
2014-07-07,1681179.0
2014-07-04,2475212.0
2014-07-03,2471877.0
2014-07-02,3066408.0
2014-07-01,4462188.0
2014-06-30,2595297.0
2014-06-27,3947509.0
2014-06-26,6182612.0
2014-06-25,4460766.0
2014-06-24,2785192.0
2014-06-23,4488576.0
2014-06-20,7425745.0
2014-06-19,5809882.0
2014-06-18,12964582.0
2014-06-17,2900038.0
2014-06-16,11542149.0
2014-06-13,8760749.0
2014-06-12,920471.0
2014-06-11,2423343.0
2014-06-10,8236213.0
2014-06-09,2066026.0
2014-06-06,1933508.0
2014-06-05,1238447.0
2014-06-04,1225117.0
2014-06-03,2339252.0
2014-05-30,3166082.0
2014-05-29,2276820.0
2014-05-28,1170959.0
2014-05-27,2208197.0
2014-05-26,3131014.0
2014-05-23,949234.0
2014-05-22,1437609.0
2014-05-21,1043787.0
2014-05-20,1519049.0
2014-05-19,1465987.0
2014-05-16,1110711.0
2014-05-15,2083483.0
2014-05-14,2165701.0
2014-05-13,1888901.0
2014-05-12,2210039.0
2014-05-09,5669734.0
2014-05-08,1925223.0
2014-05-07,3056676.0
2014-05-06,1929578.0
2014-05-05,1850088.0
2014-04-30,1350363.0
2014-04-29,2468487.0
2014-04-28,4030853.0
2014-04-25,5912748.0
2014-04-24,1807808.0
2014-04-23,2137619.0
2014-04-22,2739668.0
2014-04-21,3407731.0
2014-04-18,1959156.0
2014-04-17,2107719.0
2014-04-16,1816667.0
2014-04-15,2004997.0
2014-04-14,3146422.0
2014-04-11,2972300.0
2014-04-10,3431893.0
2014-04-09,2204382.0
2014-04-08,3532235.0
2014-04-04,1586124.0
2014-04-03,1920132.0
2014-04-02,2293420.0
2014-04-01,2288069.0
2014-03-31,2186823.0
2014-03-28,3598979.0
2014-03-27,2776427.0
2014-03-26,2551470.0
2014-03-25,2798602.0
2014-03-24,3063498.0
2014-03-21,2819626.0
2014-03-20,2288340.0
2014-03-19,2590714.0
2014-03-18,2386716.0
2014-03-17,2445137.0
2014-03-14,2111421.0
2014-03-13,2630603.0
2014-03-12,2507512.0
2014-03-11,2366159.0
2014-03-10,3861074.0
2014-03-07,4139954.0
2014-03-06,6810519.0
2014-03-05,7612419.0
2014-03-04,12050213.0
2014-03-03,5588351.0
2014-02-28,4250600.0
2014-02-27,4740572.0
2014-02-26,4644661.0
2014-02-25,3995392.0
2014-02-24,3787438.0
2014-02-21,3727415.0
2014-02-20,4056079.0
2014-02-19,3551927.0
2014-02-18,4785391.0
2014-02-17,5204734.0
2014-02-14,3174025.0
2014-02-13,3861125.0
2014-02-12,3295702.0
2014-02-11,3027474.0
2014-02-10,4571718.0
2014-02-07,2069106.0
2014-01-30,2281064.0
2014-01-29,1717334.0
2014-01-28,1434441.0
2014-01-27,1597271.0
2014-01-24,2288875.0
2014-01-23,1554743.0
2014-01-22,2314690.0
2014-01-21,1458181.0
2014-01-20,1311487.0
2014-01-17,1892285.0
2014-01-16,1400142.0
2014-01-15,1596058.0
2014-01-14,1442271.0
2014-01-13,1810553.0
2014-01-10,1577463.0
2014-01-09,2794029.0
2014-01-08,1545629.0
2014-01-07,1779434.0
2014-01-06,3297954.0
2014-01-03,3259885.0
2014-01-02,4415294.0
2013-12-31,2944265.0
2013-12-30,2195240.0
2013-12-27,2705326.0
2013-12-26,3262944.0
2013-12-25,2089713.0
2013-12-24,2398840.0
2013-12-23,3277061.0
2013-12-20,4988758.0
2013-12-19,4276440.0
2013-12-18,5067652.0
2013-12-17,2499091.0
2013-12-16,4010944.0
2013-12-13,4787519.0
2013-12-12,6402584.0
2013-12-11,10530767.0
2013-12-10,5526968.0
2013-12-09,7941318.0
2013-12-06,16686315.0
2013-12-05,2444924.0
2013-12-04,3268731.0
2013-12-03,2664342.0
2013-12-02,4941003.0
2013-11-29,2285148.0
2013-11-28,3942091.0
2013-11-27,2875337.0
2013-11-26,2004643.0
2013-11-25,2191607.0
2013-11-22,1913630.0
2013-11-21,2461241.0
2013-11-20,2442212.0
2013-11-19,2323010.0
2013-11-18,3462201.0
2013-11-15,2986477.0
2013-11-14,1559215.0
2013-11-13,1654698.0
2013-11-12,1737375.0
2013-11-11,1964523.0
2013-11-08,2106612.0
2013-11-07,2002804.0
2013-11-06,3050472.0
2013-11-05,3921996.0
2013-11-04,5673817.0
2013-11-01,2336754.0
2013-10-31,2394237.0
2013-10-30,3171335.0
2013-10-29,7038784.0
2013-10-28,2812998.0
2013-10-25,3905973.0
2013-10-24,3348933.0
2013-10-23,6594963.0
2013-10-22,7145532.0
2013-10-21,4753935.0
2013-10-18,3480832.0
2013-10-17,9779444.0
2013-10-16,22678232.0
2013-10-15,12691505.0
2013-10-14,8599556.0
2013-10-11,5808531.0
2013-10-10,4407519.0
2013-10-09,3619872.0
2013-10-08,3796557.0
2013-09-30,3504336.0
2013-09-27,4863882.0
2013-09-26,6129747.0
2013-09-25,14051539.0
2013-09-24,3297054.0
2013-09-23,5800777.0
2013-09-18,5258123.0
2013-09-17,6830552.0
2013-09-16,9256778.0
2013-09-13,9539020.0
2013-09-12,3559587.0
2013-09-11,6848767.0
2013-09-10,9417629.0
2013-09-09,5023936.0
2013-09-06,6348193.0
2013-09-05,3823699.0
2013-09-04,10539552.0
2013-09-03,3137209.0
2013-09-02,4635887.0
2013-08-30,6603685.0
2013-08-29,5191446.0
2013-08-28,3451097.0
2013-08-27,3231391.0
2013-08-26,2696038.0
2013-08-23,3343442.0
2013-08-22,2025508.0
2013-08-21,1736028.0
2013-08-20,2919341.0
2013-08-19,1513708.0
2013-08-16,3077667.0
2013-08-15,1441973.0
2013-08-14,2400998.0
2013-08-13,2940220.0
2013-08-12,2880651.0
2013-08-09,2283531.0
2013-08-08,2648691.0
2013-08-07,4946379.0
2013-08-06,10584025.0
2013-08-05,17496095.0
2013-08-02,3284495.0
2013-08-01,2699007.0
2013-07-31,795054.0
2013-07-30,1291263.0
2013-07-29,1464248.0
2013-07-26,1403846.0
2013-07-25,1219676.0
2013-07-24,1677484.0
2013-07-23,1561802.0
2013-07-22,1782320.0
2013-07-19,2081470.0
2013-07-18,1653054.0
2013-07-17,3150532.0
2013-07-16,4254942.0
2013-07-15,4393646.0
2013-07-12,5554758.0
2013-07-11,4132393.0
2013-07-10,1618033.0
2013-07-09,1731903.0
2013-07-08,3632320.0
2013-07-05,1560839.0
2013-07-04,2394145.0
2013-07-03,2515210.0
2013-07-02,1913167.0
2013-07-01,1584557.0
2013-06-28,3028525.0
2013-06-27,4775797.0
2013-06-26,4113282.0
2013-06-25,7547613.0
2013-06-24,8856715.0
2013-06-21,6072328.0
2013-06-20,7346028.0
2013-06-19,10779951.0
2013-06-18,9079331.0
2013-06-17,14102579.0
2013-06-14,6284776.0
2013-06-13,3501147.0
2013-06-07,7046711.0
2013-06-06,9651497.0
2013-06-05,2771736.0
2013-06-04,3808909.0
2013-06-03,6188257.0
2013-05-31,4857843.0
2013-05-30,2479332.0
2013-05-29,2826433.0
2013-05-28,5085720.0
2013-05-27,2206487.0
2013-05-24,2879074.0
2013-05-23,5026105.0
2013-05-22,3175267.0
2013-05-21,4071192.0
2013-05-20,3854364.0
2013-05-17,3165435.0
2013-05-16,2302391.0
2013-05-15,1101882.0
2013-05-14,2283451.0
2013-05-13,1460544.0
2013-05-10,2398461.0
2013-05-09,7326322.0
2013-05-08,4645880.0
2013-05-07,2111381.0
2013-05-06,3843416.0
2013-05-03,1066054.0
2013-05-02,2260474.0
2013-04-26,2069589.0
2013-04-25,1839064.0
2013-04-24,1225062.0
2013-04-23,1860958.0
2013-04-22,4309325.0
2013-04-19,1793091.0
2013-04-18,464652.0
2013-04-17,1179832.0
2013-04-16,1368715.0
2013-04-15,944924.0
2013-04-12,923888.0
2013-04-11,1047459.0
2013-04-10,1230372.0
2013-04-09,1495050.0
2013-04-08,1440980.0
2013-04-03,1549585.0
2013-04-02,1457484.0
2013-04-01,1576411.0
2013-03-29,1678315.0
2013-03-28,3470538.0
2013-03-27,2471855.0
2013-03-26,4468169.0
2013-03-25,2692902.0
2013-03-22,4662988.0
2013-03-21,3728456.0
2013-03-20,4623842.0
2013-03-19,3268717.0
2013-03-18,6142829.0
2013-03-15,16159117.0
2013-03-14,18880601.0
2013-03-13,3164930.0
2013-03-12,5062155.0
