x,volume
2016-12-30,16189946.0
2016-12-29,17826828.0
2016-12-28,26585866.0
2016-12-27,37639065.0
2016-12-26,17632332.0
2016-12-23,17316489.0
2016-12-22,27840273.0
2016-12-21,30594173.0
2016-12-20,32162941.0
2016-12-19,39425694.0
2016-12-16,25087175.0
2016-12-15,33759194.0
2016-12-14,29160380.0
2016-12-13,14344422.0
2016-12-12,30976616.0
2016-12-09,31352711.0
2016-12-08,12854956.0
2016-12-07,10864394.0
2016-12-06,10910465.0
2016-12-05,13722107.0
2016-12-02,13588708.0
2016-12-01,18486780.0
2016-11-30,20538422.0
2016-11-29,16607274.0
2016-11-28,17393001.0
2016-11-25,19455668.0
2016-11-24,19435212.0
2016-11-23,18454974.0
2016-11-22,18587080.0
2016-11-21,25520688.0
2016-11-18,19240591.0
2016-11-17,14865426.0
2016-11-16,20953089.0
2016-11-15,31044660.0
2016-11-14,27291969.0
2016-11-11,32250875.0
2016-11-10,43963423.0
2016-11-09,27901452.0
2016-11-08,31258108.0
2016-11-07,12053712.0
2016-11-04,12313607.0
2016-11-03,13371739.0
2016-11-02,16120096.0
2016-11-01,11847456.0
2016-10-31,15443594.0
2016-10-28,15909632.0
2016-10-27,17144576.0
2016-10-26,32586437.0
2016-10-25,39311982.0
2016-10-24,14488603.0
2016-10-21,15250038.0
2016-10-20,10936769.0
2016-10-19,20333210.0
2016-10-18,17336140.0
2016-10-17,18061055.0
2016-10-14,20380427.0
2016-10-13,15643805.0
2016-10-12,30846258.0
2016-10-11,15143494.0
2016-10-10,22474856.0
2016-09-30,8438024.0
2016-09-29,18798781.0
2016-09-28,10251251.0
2016-09-27,10318887.0
2016-09-26,16175783.0
2016-09-23,12587400.0
2016-09-22,12893602.0
2016-09-21,11744881.0
2016-09-20,11515495.0
2016-09-19,11158752.0
2016-09-14,15402500.0
2016-09-13,12556653.0
2016-09-12,28964691.0
2016-09-09,20930113.0
2016-09-08,22291912.0
2016-09-07,38192991.0
2016-09-06,44506535.0
2016-09-05,19613316.0
2016-09-02,21393822.0
2016-09-01,21555022.0
2016-08-31,25631523.0
2016-08-30,17558460.0
2016-08-29,34405221.0
2016-08-26,26735421.0
2016-08-25,37775637.0
2016-08-24,54849835.0
2016-08-23,0.0
2016-08-22,48649658.0
2016-08-19,81189878.0
2016-08-18,150628071.0
2016-08-17,36923844.0
2016-08-16,27173413.0
2016-08-15,43603744.0
2016-08-12,54304686.0
2016-08-11,37987652.0
2016-08-10,18418937.0
2016-08-09,40870700.0
2016-08-08,14859276.0
2016-08-05,11580875.0
2016-08-04,12398337.0
2016-08-03,9253965.0
2016-08-02,7650902.0
2016-08-01,14946829.0
2016-07-29,10828403.0
2016-07-28,18306473.0
2016-07-27,40762021.0
2016-07-26,29439627.0
2016-07-25,15541117.0
2016-07-22,16031950.0
2016-07-21,19598819.0
2016-07-20,29246849.0
2016-07-19,17845169.0
2016-07-18,43310482.0
2016-07-15,15677807.0
2016-07-14,29936706.0
2016-07-13,28555997.0
2016-07-12,36455846.0
2016-07-11,32919307.0
2016-07-08,17915612.0
2016-07-07,21467685.0
2016-07-06,26315717.0
2016-07-05,40409851.0
2016-07-04,19426471.0
2016-07-01,14918354.0
2016-06-30,13462495.0
2016-06-29,20676565.0
2016-06-28,16932419.0
2016-06-27,18460345.0
2016-06-24,24447805.0
2016-06-23,21027803.0
2016-06-22,14854863.0
2016-06-21,15722735.0
2016-06-20,28883991.0
2016-06-17,19125999.0
2016-06-16,22162714.0
2016-06-15,24920670.0
2016-06-14,36404922.0
2016-06-13,41068943.0
2016-06-08,40993053.0
2016-06-07,19838082.0
2016-06-06,36754847.0
2016-06-03,22512412.0
2016-06-02,19734778.0
2016-06-01,26043555.0
2016-05-31,34508534.0
2016-05-30,18972944.0
2016-05-27,43973607.0
2016-05-26,70530971.0
2016-05-25,22542768.0
2016-05-24,22663935.0
2016-05-23,12735680.0
2016-05-20,13789812.0
2016-05-19,14894015.0
2016-05-18,17797815.0
2016-05-17,11416199.0
2016-05-16,9796788.0
2016-05-13,11154783.0
2016-05-12,13105344.0
2016-05-11,18743590.0
2016-05-10,14640938.0
2016-05-09,27174690.0
2016-05-06,37777535.0
2016-05-05,21718081.0
2016-05-04,30842263.0
2016-05-03,23504375.0
2016-04-29,18682427.0
2016-04-28,36709947.0
2016-04-27,30294142.0
2016-04-26,25750666.0
2016-04-25,38441268.0
2016-04-22,52448948.0
2016-04-21,91690587.0
2016-04-20,86096605.0
2016-04-19,36506056.0
2016-04-18,40438779.0
2016-04-15,66697231.0
2016-04-14,58801477.0
2016-04-13,53294075.0
2016-04-12,17592783.0
2016-04-11,26448010.0
2016-04-08,26589814.0
2016-04-07,34204089.0
2016-04-06,47597185.0
2016-04-05,45417639.0
2016-04-01,35510690.0
2016-03-31,30969053.0
2016-03-30,41751185.0
2016-03-29,0.0
2016-03-28,20054733.0
2016-03-25,17129364.0
2016-03-24,28351117.0
2016-03-23,28479675.0
2016-03-22,31734683.0
2016-03-21,43225040.0
2016-03-18,39040432.0
2016-03-17,20421898.0
2016-03-16,16169311.0
2016-03-15,17829627.0
2016-03-14,21584748.0
2016-03-11,11464219.0
2016-03-10,15065118.0
2016-03-09,13781278.0
2016-03-08,23669485.0
2016-03-07,19655714.0
2016-03-04,35299509.0
2016-03-03,40801516.0
2016-03-02,27971137.0
2016-03-01,20116221.0
2016-02-29,27821736.0
2016-02-26,35608139.0
2016-02-25,39906213.0
2016-02-24,21512573.0
2016-02-23,20495610.0
2016-02-22,31525869.0
2016-02-19,20351798.0
2016-02-18,33392454.0
2016-02-17,22939986.0
2016-02-16,21811628.0
2016-02-15,12978173.0
2016-02-05,21070844.0
2016-02-04,29809972.0
2016-02-03,44685518.0
2016-02-02,23900852.0
2016-02-01,39080570.0
2016-01-29,27513265.0
2016-01-28,23130162.0
2016-01-27,31430098.0
2016-01-26,29054286.0
2016-01-25,19456348.0
2016-01-22,22196381.0
2016-01-21,35274795.0
2016-01-20,39754366.0
2016-01-19,33090843.0
2016-01-18,23475608.0
2016-01-15,32742451.0
2016-01-14,29572530.0
2016-01-13,33564007.0
2016-01-12,33482221.0
2016-01-11,47386512.0
2016-01-08,44489726.0
2016-01-07,9421788.0
2016-01-06,32207117.0
2016-01-05,50473012.0
2016-01-04,26295974.0
2015-12-31,16338015.0
2015-12-30,19166996.0
2015-12-29,17828992.0
2015-12-28,30257589.0
2015-12-25,31720980.0
2015-12-24,21352779.0
2015-12-23,36349281.0
2015-12-22,33128169.0
2015-12-21,29045094.0
2015-12-18,41348521.0
2015-12-17,33926906.0
2015-12-16,34345543.0
2015-12-15,19693906.0
2015-12-14,23496304.0
2015-12-11,17770846.0
2015-12-10,25173406.0
2015-12-09,20867850.0
2015-12-08,38991205.0
2015-12-07,25388101.0
2015-12-04,32982594.0
2015-12-03,32943731.0
2015-12-02,46082979.0
2015-12-01,44335398.0
2015-11-30,72382000.0
2015-11-27,76639804.0
2015-11-26,61115036.0
2015-11-25,69160181.0
2015-11-24,29447014.0
2015-11-23,50511346.0
2015-11-20,33935969.0
2015-11-19,21031574.0
2015-11-18,34068042.0
2015-11-17,37349729.0
2015-11-16,30591211.0
2015-11-13,32441296.0
2015-11-12,42105898.0
2015-11-11,44805746.0
2015-11-10,61791381.0
2015-11-09,53957097.0
2015-11-06,57657723.0
2015-11-05,62564337.0
2015-11-04,47843456.0
2015-11-03,23890525.0
2015-11-02,33602736.0
2015-10-30,51131993.0
2015-10-29,41778234.0
2015-10-28,53466813.0
2015-10-27,53794305.0
2015-10-26,77858272.0
2015-10-23,86490371.0
2015-10-22,56962849.0
2015-10-21,66387551.0
2015-10-20,48640208.0
2015-10-19,76841227.0
2015-10-16,105133274.0
2015-10-15,197136596.0
2015-10-14,7487850.0
2015-10-13,2266960.0
2015-10-12,3528216.0
2015-10-09,0.0
2015-10-08,0.0
2015-09-30,0.0
