,0
0,0.5897328300000003
1,0.7017450599999998
2,-0.21207330000000016
3,-0.0363119800000001
4,-0.039457370000000574
5,0.11856115000000038
6,0.4713466499999999
7,0.3323563899999999
8,1.1276369899999994
9,0.25424877000000023
10,0.22044467999999995
11,0.78171075
12,0.7171558200000001
13,0.5448418
14,0.8832898599999996
15,1.5762484300000001
16,0.3690581299999999
17,0.7159166099999998
18,0.8046146600000006
19,-0.17011681000000017
20,1.4450050100000003
21,0.2541391700000004
22,0.6420807
23,0.37806020999999995
24,0.9022016799999999
25,-0.12061715999999992
26,0.07544766999999993
27,-0.30141825999999977
28,0.04269441999999993
29,0.08794574000000023
30,0.36547290000000016
31,0.50642381
32,-0.31314535
33,1.9221466200000001
34,-0.4194917100000002
35,0.94881229
36,0.4311409899999995
37,-0.45372195999999987
38,0.6245184100000004
39,-0.005328569999999366
40,-0.1625914300000004
41,0.8021874900000007
42,-0.12353521999999997
43,0.3180225399999996
44,0.21912616000000015
45,1.2256990699999994
46,-0.22125580999999994
47,0.7757615799999996
48,-0.20836515000000014
49,0.8012670200000005
50,2.01507043
51,0.12075126000000001
52,0.4761755900000001
53,1.4834150799999997
54,-0.3417157899999998
55,-0.10543939000000013
56,-0.7332950899999999
57,-0.1403213200000002
58,-0.023621390000000245
59,-0.3235550199999999
60,-0.20804683999999973
61,-0.6719491800000004
62,0.10132252000000001
63,0.23403115999999946
64,1.2133775299999998
65,1.530328040000001
66,0.5826678300000001
67,0.5239974300000002
68,0.31352770000000063
69,0.33254915999999923
70,0.06801605999999982
71,0.267676
72,-0.4417782299999996
73,-0.2068837100000002
74,-0.1667103299999995
75,0.04843581000000006
76,-0.04040124000000023
