x,close
2015-12-30,19.36
2015-12-29,19.36
2015-12-28,19.36
2015-12-25,19.36
2015-12-24,19.36
2015-12-23,19.36
2015-12-22,19.36
2015-12-21,19.36
2015-12-18,19.36
2015-12-17,19.36
2015-12-16,19.36
2015-12-15,19.36
2015-12-14,19.36
2015-12-11,19.36
2015-12-10,19.36
2015-12-09,19.36
2015-12-08,19.36
2015-12-07,19.36
2015-12-04,19.36
2015-12-03,19.36
2015-12-02,19.36
2015-12-01,19.36
2015-11-30,19.36
2015-11-27,19.36
2015-11-26,19.36
2015-11-25,19.36
2015-11-24,19.36
2015-11-23,19.36
2015-11-20,19.36
2015-11-19,19.36
2015-11-18,19.36
2015-11-17,19.36
2015-11-16,19.36
2015-11-13,19.36
2015-11-12,19.36
2015-11-11,19.36
2015-11-10,19.36
2015-11-09,19.36
2015-11-06,19.36
2015-11-05,19.36
2015-11-04,19.36
2015-11-03,19.36
2015-11-02,19.36
2015-10-30,19.36
2015-10-29,19.36
2015-10-28,19.36
2015-10-27,19.36
2015-10-26,19.36
2015-10-23,19.36
2015-10-22,19.36
2015-10-21,19.36
2015-10-20,19.36
2015-10-19,19.36
2015-10-16,19.36
2015-10-15,19.36
2015-10-14,19.36
2015-10-13,19.36
2015-10-12,19.36
2015-10-09,19.36
2015-10-08,19.36
2015-09-30,19.36
2015-09-29,19.36
2015-09-28,19.36
2015-09-25,19.36
2015-09-24,19.36
2015-09-23,19.36
2015-09-22,19.36
2015-09-21,19.36
2015-09-18,19.23
2015-09-17,17.96
2015-09-16,18.73
2015-09-15,17.03
2015-09-14,16.99
2015-09-11,18.82
2015-09-10,18.03
2015-09-09,18.78
2015-09-08,18.04
2015-09-07,16.56
2015-09-02,16.34
2015-09-01,18.15
2015-08-31,20.17
2015-08-28,20.1
2015-08-27,18.3
2015-08-26,16.64
2015-08-25,16.94
2015-08-24,18.82
2015-08-21,20.91
2015-08-20,23.23
2015-08-19,25.1
2015-08-18,23.27
2015-08-17,24.83
2015-08-14,23.84
2015-08-13,23.07
2015-08-12,22.32
2015-08-11,21.5
2015-08-10,21.69
2015-08-07,20.22
2015-08-06,19.76
2015-08-05,18.98
2015-08-04,18.62
2015-08-03,16.93
2015-07-31,17.05
2015-07-30,16.8
2015-07-29,17.06
2015-07-28,16.01
2015-07-27,17.67
2015-07-24,19.63
2015-07-23,19.77
2015-07-22,18.71
2015-07-21,18.57
2015-07-20,18.03
2015-07-17,17.32
2015-07-16,16.4
2015-07-15,16.72
2015-07-14,18.58
2015-07-13,16.95
2015-07-10,15.41
2015-07-09,14.01
2015-07-08,12.74
2015-07-07,14.16
2015-07-06,15.73
2015-07-03,17.48
2015-07-02,19.42
2015-07-01,21.58
2015-06-30,23.98
2015-06-29,23.26
2015-06-26,25.84
2015-06-25,28.71
2015-06-24,28.32
2015-06-23,27.37
2015-06-19,27.7
2015-06-18,29.95
2015-06-17,30.57
2015-06-16,30.63
2015-06-15,32.48
2015-06-12,33.65
2015-06-11,33.48
2015-06-10,33.21
2015-06-09,33.42
2015-06-08,32.67
2015-06-05,35.4
2015-06-04,39.24
2015-06-03,35.67
2015-06-02,32.43
2015-06-01,31.36
2015-05-29,29.98
2015-05-28,29.74
2015-05-27,32.04
2015-05-26,31.8
2015-05-25,31.5
2015-05-22,29.4
2015-05-21,29.45
2015-05-20,29.01
2015-05-19,28.76
2015-05-18,28.94
2015-05-15,29.19
2015-05-14,28.74
2015-05-13,27.91
2015-05-12,27.8
2015-05-11,27.34
2015-05-08,26.06
2015-05-07,25.21
2015-05-06,26.22
2015-05-05,25.47
2015-05-04,26.68
2015-04-30,27.17
2015-04-29,27.43
2015-04-28,27.56
2015-04-27,27.04
2015-04-24,27.61
2015-04-23,27.65
2015-04-22,25.16
2015-04-21,24.28
2015-04-20,23.07
2015-04-17,22.7
2015-04-16,22.67
2015-04-15,22.47
2015-04-14,23.37
2015-04-13,23.71
2015-04-10,23.52
2015-04-09,22.95
2015-04-08,23.38
2015-04-07,24.23
2015-04-03,24.33
2015-04-02,23.86
2015-04-01,23.73
2015-03-31,23.53
2015-03-30,23.98
2015-03-27,24.0
2015-03-26,23.68
2015-03-25,23.11
2015-03-24,23.48
2015-03-23,22.85
2015-03-20,20.77
2015-03-19,21.03
2015-03-18,21.23
2015-03-17,21.07
2015-03-16,21.03
2015-03-13,20.82
2015-03-12,20.52
2015-03-11,20.56
2015-03-10,20.89
2015-03-09,20.44
2015-03-06,20.36
2015-03-05,20.37
2015-03-04,19.68
2015-03-03,19.53
2015-03-02,19.7
2015-02-27,19.58
2015-02-26,19.05
2015-02-25,19.19
2015-02-17,19.49
2015-02-16,19.48
2015-02-13,19.19
2015-02-12,18.95
2015-02-11,19.01
2015-02-10,18.31
2015-02-09,18.24
2015-02-06,18.46
2015-02-05,18.55
2015-02-04,18.73
