x,close
2015-12-30,21.18
2015-12-29,20.95
2015-12-28,20.61
2015-12-25,21.79
2015-12-24,21.8
2015-12-23,22.03
2015-12-22,22.26
2015-12-21,22.48
2015-12-18,22.03
2015-12-17,21.82
2015-12-16,21.6
2015-12-15,21.72
2015-12-14,21.78
2015-12-11,20.97
2015-12-10,20.73
2015-12-09,20.51
2015-12-08,20.62
2015-12-07,21.13
2015-12-04,20.33
2015-12-03,20.18
2015-12-02,19.43
2015-12-01,19.52
2015-11-30,18.98
2015-11-27,19.33
2015-11-26,21.16
2015-11-25,21.74
2015-11-24,21.39
2015-11-23,20.84
2015-11-20,21.41
2015-11-19,21.18
2015-11-18,20.61
2015-11-17,21.33
2015-11-16,22.24
2015-11-13,21.85
2015-11-12,22.96
2015-11-11,22.65
2015-11-10,21.02
2015-11-09,21.36
2015-11-06,20.37
2015-11-05,19.87
2015-11-04,19.63
2015-11-03,18.54
2015-11-02,18.43
2015-10-30,18.87
2015-10-29,19.2
2015-10-28,18.96
2015-10-27,19.55
2015-10-26,19.72
2015-10-23,19.82
2015-10-22,18.73
2015-10-21,17.81
2015-10-20,18.93
2015-10-19,18.71
2015-10-16,18.87
2015-10-15,18.77
2015-10-14,18.06
2015-10-13,18.55
2015-10-12,18.07
2015-10-09,18.07
2015-10-08,18.0
2015-09-30,16.36
2015-09-29,16.33
2015-09-28,16.57
2015-09-25,16.23
2015-09-24,16.99
2015-09-23,16.59
2015-09-22,17.19
2015-09-21,16.95
2015-09-18,16.23
2015-09-17,16.19
2015-09-16,16.74
2015-09-15,15.22
2015-09-14,16.48
2015-09-11,18.24
2015-09-10,18.53
2015-09-09,19.12
2015-09-08,18.94
2015-09-07,17.88
2015-09-02,17.66
2015-09-01,17.02
2015-08-31,18.91
2015-08-28,20.5
2015-08-27,18.79
2015-08-26,17.08
2015-08-25,17.99
2015-08-24,19.99
2015-08-21,22.21
2015-08-20,24.48
2015-08-19,27.2
2015-08-18,25.62
2015-08-17,28.47
2015-08-14,25.88
2015-08-13,23.52
2015-08-12,22.9
2015-08-11,23.34
2015-08-10,23.79
2015-08-07,22.44
2015-08-06,21.5
2015-08-05,22.09
2015-08-04,21.94
2015-08-03,20.14
2015-07-31,22.05
2015-07-30,23.02
2015-07-29,23.29
2015-07-28,22.16
2015-07-27,21.52
2015-07-24,23.3
2015-07-23,24.07
2015-07-22,23.85
2015-07-21,24.17
2015-07-20,25.16
2015-07-17,23.72
2015-07-16,21.56
2015-07-15,19.6
2015-07-14,21.78
2015-07-13,20.97
2015-07-10,19.07
2015-07-09,17.33
2015-07-08,15.75
2015-07-07,14.73
2015-07-06,16.36
2015-07-03,18.11
2015-07-02,20.12
2015-07-01,22.36
2015-06-30,24.85
2015-06-29,23.94
2015-06-26,26.6
2015-06-25,29.56
2015-06-24,32.66
2015-06-23,31.66
2015-06-19,28.78
2015-06-18,28.28
2015-06-17,27.29
2015-06-16,26.72
2015-06-15,28.61
2015-06-12,30.23
2015-06-11,29.5
2015-06-10,29.5
2015-06-09,29.6
2015-06-08,30.34
2015-06-05,29.85
2015-06-04,28.45
2015-06-03,29.37
2015-06-02,29.97
2015-06-01,28.92
2015-05-29,27.14
2015-05-28,27.69
2015-05-27,26.46
2015-05-26,26.39
2015-05-25,25.86
2015-05-22,25.78
2015-05-21,24.64
2015-05-20,24.87
2015-05-19,25.11
2015-05-18,25.01
2015-05-15,23.91
2015-05-14,24.38
2015-05-13,22.84
2015-05-12,23.49
2015-05-11,23.51
2015-05-08,22.46
2015-05-07,21.97
2015-05-06,22.5
2015-05-05,22.12
2015-05-04,21.6
2015-04-30,21.73
2015-04-29,21.64
2015-04-28,21.45
2015-04-27,22.17
2015-04-24,21.83
2015-04-23,22.55
2015-04-22,22.5
2015-04-21,22.55
2015-04-20,21.79
2015-04-17,23.08
2015-04-16,23.53
2015-04-15,21.98
2015-04-14,21.32
2015-04-13,21.69
2015-04-10,20.82
2015-04-09,20.58
2015-04-08,21.41
2015-04-07,22.0
2015-04-03,21.44
2015-04-02,20.76
2015-04-01,20.44
2015-03-31,20.25
2015-03-30,20.87
2015-03-27,20.28
2015-03-26,20.62
2015-03-25,20.55
2015-03-24,20.45
2015-03-23,19.37
2015-03-20,17.75
2015-03-19,17.77
2015-03-18,17.98
2015-03-17,17.87
2015-03-16,17.39
2015-03-13,17.1
2015-03-12,17.09
2015-03-11,16.74
2015-03-10,17.04
2015-03-09,16.73
2015-03-06,16.5
2015-03-05,17.02
2015-03-04,17.2
2015-03-03,16.49
2015-03-02,16.29
2015-02-27,16.07
2015-02-26,16.24
2015-02-25,16.02
2015-02-17,15.99
2015-02-16,16.09
2015-02-13,15.79
2015-02-12,15.55
2015-02-11,15.54
2015-02-10,15.43
2015-02-09,15.38
2015-02-06,15.84
2015-02-05,15.76
2015-02-04,15.81
2015-02-03,16.07
2015-02-02,15.98
2015-01-30,15.72
2015-01-29,16.01
2015-01-28,16.17
2015-01-27,16.3
2015-01-26,16.48
2015-01-23,16.4
2015-01-22,16.35
2015-01-21,16.57
2015-01-20,15.12
2015-01-19,14.77
2015-01-16,15.06
2015-01-15,15.12
2015-01-14,15.27
2015-01-13,15.1
2015-01-12,14.97
2015-01-09,15.03
2015-01-08,15.35
2015-01-07,15.51
2015-01-06,15.37
2015-01-05,14.95
2014-12-31,14.98
2014-12-30,15.06
2014-12-29,15.02
2014-12-26,15.29
2014-12-25,15.29
2014-12-24,15.15
2014-12-23,14.71
2014-12-22,14.64
2014-12-19,15.04
2014-12-18,15.23
2014-12-17,15.3
2014-12-16,15.49
2014-12-15,15.62
2014-12-12,15.23
2014-12-11,15.21
2014-12-10,14.92
2014-12-09,14.64
2014-12-08,14.84
2014-12-05,14.85
2014-12-04,15.36
2014-12-03,15.22
2014-12-02,15.06
2014-12-01,15.1
2014-11-28,15.34
2014-11-27,14.97
2014-11-26,15.06
2014-11-25,14.9
2014-11-24,14.69
2014-11-21,14.79
2014-11-20,14.78
2014-11-19,14.62
2014-11-18,14.7
2014-11-17,15.09
2014-11-14,14.56
